개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,욕실수,발한실여부,좌석수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부,,,,,정보
3040000,3040000-205-1987-01531,19870630,,01,영업/정상,01,영업,,,,,02 4446848,18.00,143825,서울특별시 광진구 구의동 242-80번지 ,서울특별시 광진구 자양로18길 67 (구의동),05042,태잠사,2020-06-01 14:45:28,U,2020-06-04 02:40:00.0,일반세탁업,207650.154123032    ,448468.650826777    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01532,19870824,,01,영업/정상,01,영업,,,,,02 4535047,21.70,143824,서울특별시 광진구 구의동 240-11 ,서울특별시 광진구 자양로26길 59, 1층 103호 (구의동),05041,신진세탁,2022-03-03 15:23:59,U,2022-03-05 02:40:00.0,일반세탁업,207639.954518313    ,448758.248472617    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01533,19870630,,03,폐업,02,폐업,20170831,,,,02 4475627,24.70,143826,서울특별시 광진구 구의동 251번지 ,서울특별시 광진구 자양로26길 16 (구의동),05039,백성사,2017-08-31 10:06:15,I,2018-08-31 23:59:59.0,일반세탁업,207436.060777767    ,448824.229860924    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01534,19870824,,01,영업/정상,01,영업,,,,,02 4536832,11.84,143825,서울특별시 광진구 구의동 242-8 ,서울특별시 광진구 자양로22길 58 (구의동),05042,동교사,2020-11-05 15:15:06,U,2020-11-07 02:40:00.0,일반세탁업,207578.831498635    ,448602.9244446      ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01537,19870630,,03,폐업,02,폐업,20221004,,,,02 4475626,28.80,143959,서울특별시 광진구 구의동 224-12,서울특별시 광진구 구의로 46 (구의동),05036,광장사,2022-10-04 10:37:08,U,2021-10-31 00:06:00.0,일반세탁업,207895.680792507,448855.695929527,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01540,19870824,,03,폐업,02,폐업,20131104,,,,02 4587739,12.54,143827,서울특별시 광진구 구의동 254-45번지 ,서울특별시 광진구 자양로23길 38 (구의동),05024,기쁨세탁소,2012-06-07 15:14:08,I,2018-08-31 23:59:59.0,일반세탁업,207271.635262556    ,448875.13408189     ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01542,19870824,,01,영업/정상,01,영업,,,,,02 4578657,26.20,143819,서울특별시 광진구 구의동 79-28,서울특별시 광진구 자양로37길 8 (구의동),04993,백양사,2022-12-28 10:41:05,U,2021-11-01 21:00:00.0,일반세탁업,207682.478167419,449522.491067943,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01545,19870630,,01,영업/정상,01,영업,,,,,02 4573560,26.96,143819,서울특별시 광진구 구의동 65-45 ,서울특별시 광진구 자양로38길 24 (구의동),04976,신일사,2020-11-05 15:22:38,U,2020-11-07 02:40:00.0,일반세탁업,207792.923530167    ,449397.252336428    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01546,19870824,,03,폐업,02,폐업,20141103,,,,02 4461276,34.74,143820,서울특별시 광진구 구의동 125-48번지 ,서울특별시 광진구 광나루로43길 14 (구의동),,현대사,2003-04-26 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207919.7034979      ,449232.672784721    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01547,19871012,,03,폐업,02,폐업,20020527,,,,02 4447061,17.50,143819,서울특별시 광진구 구의동 78-3번지 ,,,제일,2002-07-15 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207871.264268312    ,449694.231745152    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01554,19870824,,03,폐업,02,폐업,20090918,,,,02 4471947,11.04,143821,서울특별시 광진구 구의동 200-13번지 ,,,대우사,2003-03-06 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,208262.975906234    ,448735.21699219     ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01556,19870824,,01,영업/정상,01,영업,,,,,02 4563656,10.00,143821,서울특별시 광진구 구의동 202-10 ,서울특별시 광진구 구의로16길 43 (구의동),05033,부흥사,2020-11-05 14:59:53,U,2020-11-07 02:40:00.0,일반세탁업,208133.499116308    ,449004.831125986    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01558,19870630,,03,폐업,02,폐업,20230130,,,,02 4523362,39.60,143821,서울특별시 광진구 구의동 206-43,서울특별시 광진구 아차산로65길 18 (구의동),05034,신진세탁소,2023-01-30 14:46:17,U,2022-12-02 00:01:00.0,일반세탁업,208229.879322927,448771.821660452,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01559,19870612,,03,폐업,02,폐업,20030226,,,,02 4522615,14.80,143822,서울특별시 광진구 구의동 210-23번지 ,,,현대,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,208020.871131573    ,448578.828510777    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01563,19871012,,03,폐업,02,폐업,20020527,,,,02 4651386,11.88,143862,서울특별시 광진구 자양동 553-155번지 ,,,동양사,2003-03-11 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,205695.74632433     ,448321.010766663    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01567,19871012,,03,폐업,02,폐업,20030226,,,,02 4539091,12.00,143865,서울특별시 광진구 자양동 606-37번지 ,,,계룡사,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206849.354158769    ,447738.59466597     ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01575,19870630,,03,폐업,02,폐업,20030226,,,,02 4587239,15.00,143866,서울특별시 광진구 자양동 612-56번지 ,,,광진사,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207169.000147705    ,448162.523899287    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01576,19870824,,03,폐업,02,폐업,20030811,,,,02 4453321,21.42,143853,서울특별시 광진구 자양동 770-34번지 ,,,서천사,2002-04-29 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207081.322269159    ,448443.87175379     ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01577,19870630,,03,폐업,02,폐업,20030226,,,,02 4472386,10.90,143852,서울특별시 광진구 자양동 223-16번지 ,,,장미사,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206868.860925159    ,448288.522967986    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01582,19870630,,03,폐업,02,폐업,20120326,,,,02 4521935,25.70,143866,서울특별시 광진구 자양동 613-23번지 ,서울특별시 광진구 자양로15길 109-1 (자양동),05062,백영사,2003-03-10 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206837.282410634    ,448007.74742249     ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01584,19870824,,03,폐업,02,폐업,20030811,,,,02 4478596,10.88,143853,서울특별시 광진구 자양동 773-7번지 ,,,대광사,2002-04-29 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206931.786858964    ,448414.002974679    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01585,19870630,,03,폐업,02,폐업,19980120,,,,02 4451958,.00,143866,서울특별시 광진구 자양동 623-34번지 ,,,현대사,2002-04-29 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207059.075047683    ,447968.59343744     ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01586,19871012,,01,영업/정상,01,영업,,,,,0234374735,12.00,143866,서울특별시 광진구 자양동 622-23 ,서울특별시 광진구 자양로13가길 13 (자양동),05057,한양사,2020-11-05 14:16:10,U,2020-11-07 02:40:00.0,일반세탁업,207107.281891101    ,448050.249363205    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01588,19870630,,03,폐업,02,폐업,20210319,,,,02 4477370,14.30,143866,서울특별시 광진구 자양동 621-18 ,서울특별시 광진구 자양로15길 59 (자양동),05057,대우사,2021-03-19 15:14:39,U,2021-03-21 02:40:00.0,일반세탁업,207038.30851274     ,448096.492515767    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01589,19870824,,03,폐업,02,폐업,20081008,,,,02 4441923,17.69,143867,서울특별시 광진구 자양동 660-12번지 ,,,삼성사,2003-03-10 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207287.593805463    ,447825.343386649    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01594,19871012,,03,폐업,02,폐업,19980501,,,,02 4442039,.00,143864,서울특별시 광진구 자양동 585-22번지 ,,,영락사,2002-05-01 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206501.276607571    ,447717.232996129    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01595,19870630,,03,폐업,02,폐업,20030226,,,,02 4539857,24.80,143858,서울특별시 광진구 자양동 494-2번지 ,,,하얀사,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,,,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01597,19871012,,03,폐업,02,폐업,20060131,,,,02 4535817,20.00,143864,서울특별시 광진구 자양동 584-20번지 ,,,광명사,2003-06-12 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206498.486855784    ,447615.181338155    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01602,19871024,,03,폐업,02,폐업,20060424,,,,02 4343839,12.00,143842,서울특별시 광진구 자양동 845-1번지 ,,,현대사,2003-03-10 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,205722.748659126    ,448392.447859275    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01603,19871024,,03,폐업,02,폐업,20020527,,,,02 4656501,13.30,143841,서울특별시 광진구 자양동 8-22번지 ,,,중앙사,2002-07-15 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,205905.381939151    ,448686.69670371     ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01604,19871024,,01,영업/정상,01,영업,,,,,02 4651704,25.00,143841,서울특별시 광진구 자양동 10-32번지 1층 ,서울특별시 광진구 동일로18길 47, 1층 (자양동),05072,백경사,2017-12-27 09:58:33,I,2018-08-31 23:59:59.0,일반세탁업,205718.188258236    ,448571.161901212    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01607,19871012,,03,폐업,02,폐업,20020527,,,,02 4579385,26.80,143841,서울특별시 광진구 자양동 2-35번지 ,,,건대빨래터,2002-07-15 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206054.094879996    ,448519.917666525    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01609,19871024,,03,폐업,02,폐업,20030226,,,,02 4523303,13.80,143843,서울특별시 광진구 자양동 52-169번지 ,,,제일세탁,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,205531.494792819    ,448193.759959555    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01612,19871024,,01,영업/정상,01,영업,,,,,02 4649925,14.85,143845,서울특별시 광진구 자양동 74-10 ,서울특별시 광진구 능동로3길 20 (자양동),05084,백조세탁,2020-11-05 13:43:25,U,2020-11-07 02:40:00.0,일반세탁업,205797.667889615    ,447941.591578839    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01613,19871024,,03,폐업,02,폐업,20080826,,,,02 4648999,17.20,143845,서울특별시 광진구 자양동 59-26번지 ,,,영진사,2003-03-15 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,205866.503054337    ,447958.965053859    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01614,19871024,,01,영업/정상,01,영업,,,,,02 4977517,20.00,143844,서울특별시 광진구 자양동 57-26 ,서울특별시 광진구 뚝섬로24길 30 (자양동),05083,중앙사,2020-11-05 13:43:46,U,2020-11-07 02:40:00.0,일반세탁업,205506.293430143    ,448101.326133353    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01617,19871024,,03,폐업,02,폐업,20200424,,,,02 4632426,25.30,143843,서울특별시 광진구 자양동 52-24번지 ,서울특별시 광진구 뚝섬로30가길 22 (자양동),05084,금덕사,2020-04-24 10:55:03,U,2020-04-26 02:40:00.0,일반세탁업,205685.878709752    ,448086.0614119      ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01620,19871012,,01,영업/정상,01,영업,,,,,02 4533750,20.00,143885,서울특별시 광진구 중곡동 39-20 ,서울특별시 광진구 능동로48길 24 (중곡동),04937,설광사,2020-11-05 15:38:32,U,2020-11-07 02:40:00.0,일반세탁업,207347.381772642    ,451122.181791511    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01621,19871012,,03,폐업,02,폐업,20060131,,,,02 4551191,13.39,143885,서울특별시 광진구 중곡동 38-1번지 ,,,대흥세탁소,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207394.946858076    ,451096.745274975    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01622,1987-06-30,,03,폐업,02,폐업,2023-07-03,,,,02 4465805,15.76,143-899,서울특별시 광진구 중곡동 162-21,서울특별시 광진구 능동로43길 5 (중곡동),04915,승우세탁,2023-07-03 15:35:51,U,2022-12-07 00:05:00.0,일반세탁업,207096.916602865,450975.674293761,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01623,19871012,,03,폐업,02,폐업,19990311,,,,02 4446108,.00,143885,서울특별시 광진구 중곡동 48-31번지 ,,,충남사,2002-05-01 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207212.319145155    ,450927.065706151    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01626,19871024,,03,폐업,02,폐업,20070725,,,,02 4522490,14.20,143903,서울특별시 광진구 중곡동 232-1번지 ,,,금성사,2003-03-11 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206992.069600281    ,451450.26149079     ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01627,19871012,,03,폐업,02,폐업,20140228,,,,02 4658135,14.00,143903,서울특별시 광진구 중곡동 234-12번지 ,서울특별시 광진구 동일로72길 16 (중곡동),04912,현대사,2003-03-11 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206865.274938937    ,451508.888404433    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01629,19871024,,03,폐업,02,폐업,19990318,,,,02 4458727,.00,143896,서울특별시 광진구 중곡동 150-107번지 ,,,태양세탁,2002-05-01 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207614.959445032    ,451099.003278602    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01630,19871012,,03,폐업,02,폐업,20140401,,,,02 4521896,21.00,143884,서울특별시 광진구 중곡동 30-61번지 ,서울특별시 광진구 능동로50길 9 (중곡동),04933,동원사,2003-03-11 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207358.871986175    ,451310.857588388    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01631,19870612,,03,폐업,02,폐업,20210805,,,,02 4662798,23.17,143900,서울특별시 광진구 중곡동 172-68 ,서울특별시 광진구 능동로51길 38, 1층 (중곡동),04908,부흥사,2021-08-05 11:08:28,U,2021-08-07 02:40:00.0,일반세탁업,207197.0797815      ,451576.572198126    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,0,0,0,0,N,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01635,19871012,,03,폐업,02,폐업,20020527,,,,02 4521924,16.50,143888,서울특별시 광진구 중곡동 80-24번지 ,,,행운사,2002-07-15 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207768.461525119    ,450541.996110088    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01638,19871012,,03,폐업,02,폐업,20020527,,,,02 4466687,30.00,143890,서울특별시 광진구 중곡동 126-2번지 ,,,미영사,2002-07-15 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207587.346588142    ,450767.411709965    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01641,19871024,,03,폐업,02,폐업,20140325,,,,02 4537321,20.83,143908,서울특별시 광진구 중곡동 341-2번지 ,서울특별시 광진구 능동로38길 34 (중곡동),04929,미도사,2009-10-14 14:45:57,I,2018-08-31 23:59:59.0,일반세탁업,207144.027243747    ,450534.270297149    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01643,19871012,,01,영업/정상,01,영업,,,,,02 4579385,13.00,143888,서울특별시 광진구 중곡동 94-1 ,서울특별시 광진구 자양로45길 89 (중곡동),04953,제일사,2020-08-31 14:42:16,U,2020-09-02 02:40:00.0,일반세탁업,207863.050775274    ,450303.146215268    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01644,19871012,,03,폐업,02,폐업,20170529,,,,02 4447534,17.50,143887,서울특별시 광진구 중곡동 77-19번지 ,서울특별시 광진구 긴고랑로 132-1 (중곡동),04945,금성사,2017-05-29 13:42:23,I,2018-08-31 23:59:59.0,일반세탁업,207850.360965155    ,450732.757776521    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01645,19871012,,03,폐업,02,폐업,20060516,,,,02 4474464,47.00,143887,서울특별시 광진구 중곡동 75-22번지 ,,,중곡사,2002-05-03 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,208088.131541293    ,450706.527962336    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01646,19871012,,03,폐업,02,폐업,20091203,,,,02 4448461,32.04,143891,서울특별시 광진구 중곡동 139-2번지 ,,,유진사,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207219.190248487    ,450554.993112295    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01647,19871012,,03,폐업,02,폐업,20211222,,,,02 4469655,18.50,143888,서울특별시 광진구 중곡동 97-43 ,서울특별시 광진구 용마산로2길 44 (중곡동),04951,아리랑사,2021-12-22 15:14:51,U,2021-12-24 02:40:00.0,일반세탁업,207943.540813758    ,450383.234657031    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,0,0,0,0,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1987-01649,19871012,,03,폐업,02,폐업,20030226,,,,02 4520768,15.00,143889,서울특별시 광진구 중곡동 114-29번지 ,,,백광사,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207908.984819409    ,450172.569036282    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
