개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,,,,,,,,,,,,,,,,,,,,,,정보
3040000,PHMA119813040033041100001,19810401,,01,영업/정상,13,영업중,,,,,02-457-1011,,143826,서울특별시 광진구 구의동 252번지 14호 성지하이츠빌딩 306호,서울특별시 광진구 자양로 126, 306호 (구의동, 성지하이츠빌딩),05043,박태수치과의원,2022-10-27 22:13:11,U,2021-10-30 22:09:00.0,치과의원,207325.576921423,448526.049057258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119823040033041100001,19820326,,01,영업/정상,13,영업중,,,,,02-464-1960,,,서울특별시 광진구 자양동 45번지 13호 서울클리닉빌딩,서울특별시 광진구 뚝섬로 498, 서울클리닉빌딩 2층 (자양동),05085,아산박내과의원,2019-12-27 00:44:01,U,2019-12-29 02:40:00.0,의원,205710.073302941,448183.135012992,의원,1,0,0,107.77,114 111 101,내과, 소아청소년과, 피부과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119823040033041100002,19820415,,03,폐업,03,폐업,20160118,,,,467-8444,,143150,서울특별시 광진구 군자동 363번지 13호,서울특별시 광진구 군자로 76 (군자동),05004,장안한의원,2016-01-18 14:36:08,I,2018-08-31 23:59:59.0,한의원,206209.746568166,449757.984832719,한의원,1,0,0,0,301 302 303 304 307 308 305 306,한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과,,,,0,0,,,0,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119823040033041100003,19820504,,01,영업/정상,13,영업중,,,,,02-466-2830,,143838,서울특별시 광진구 군자동 478번지 5호 3층,서울특별시 광진구 천호대로 548, 3층 (군자동),04997,장병일이비인후과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,의원,206896.697217277,450515.575725945,의원,1,0,0,50.56,113,이비인후과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119823040033041100004,19820512,,03,폐업,03,폐업,20100902,,,,02-447-5930,,143190,서울특별시 광진구 자양2동 608-17,,,박의원,2010-09-02 11:13:41,I,2018-08-31 23:59:59.0,의원,,,의원,2,0,0,206.95,122 104 101 111 110 118 116,내과, 외과, 산부인과, 소아청소년과, 영상의학과, 병리과, 가정의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119833040033041100001,19830115,,01,영업/정상,13,영업중,,,,,02-447-5397,,143873,서울특별시 광진구 자양동 679번지 31호 2층,서울특별시 광진구 자양로 49, 2층 (자양동),05103,이종원치과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,치과의원,207459.25486718,447773.810030137,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119833040033041100002,19830209,,03,폐업,03,폐업,20150930,,,,02-463-6622,,143877,서울특별시 광진구 자양4동 550번지 1호 2층,서울특별시 광진구 능동로 49 (자양동,2층),,만당한의원,2015-09-30 13:28:28,I,2018-08-31 23:59:59.0,한의원,205969.966011569,448175.917404606,한의원,2,0,0,668,301 304 308 305 302 307 306 303,한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과,,,,0,0,,,0,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119833040033041100003,19831229,,01,영업/정상,13,영업중,,,,,02-466-1235,,,서울특별시 광진구 중곡동 192번지 10호 이남희산부인과,서울특별시 광진구 면목로 139, 이남희산부인과 (중곡동),04907,이남희산부인과의원,2021-06-18 02:44:11,U,2021-06-20 02:40:00.0,의원,207091.73261987,451515.955608903,의원,1,3,3,132,110 111,산부인과, 소아청소년과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119843040033041100001,19840130,,03,폐업,03,폐업,20190630,,,,02-447-0020,,143908,서울특별시 광진구 중곡동 341번지 7호,서울특별시 광진구 천호대로 573 (중곡동),04929,이봉재내과의원,2019-06-24 16:01:20,U,2019-06-26 02:40:00.0,의원,207161.455859795,450484.386089347,의원,1,0,0,0,101 111,내과, 소아청소년과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119843040033041100002,1984-03-09,,03,폐업,03,폐업,2023-05-14,,,,02-447-1251,,143-852,서울특별시 광진구 자양동 219번지 5호 서원빌딩 3층,서울특별시 광진구 아차산로 360, 3층 (자양동, 서원빌딩),05055,윤일중치과의원,2023-05-17 10:29:09,U,2022-12-04 23:09:00.0,치과의원,207233.695298681,448245.707600481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119843040033041100003,19840423,,01,영업/정상,13,영업중,,,,,02-447-8940,,143852,서울특별시 광진구 자양동 219번지 20호,서울특별시 광진구 자양로 93 (자양동),05056,이근혁치과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,치과의원,207312.370802088,448194.213056853,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119843040033041100004,1984-04-26,,01,영업/정상,13,영업중,,,,,02-453-1177,,143-888,서울특별시 광진구 중곡동 93번지 10호,서울특별시 광진구 용마산로 2 (중곡동),04953,동서울정형외과의원,2023-09-15 01:13:13,U,2022-12-08 23:07:00.0,의원,207779.956227839,450179.749689544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119843040033041100005,19840529,,01,영업/정상,13,영업중,,,,,02-457-2002,,,서울특별시 광진구 자양동 779번지 11호 구의 현대 하이엘 402호,서울특별시 광진구 자양로 113, 4층 402호 (자양동, 구의 현대 하이엘),05026,최이비인후과의원,2018-11-16 11:32:44,U,2018-11-18 02:35:50.0,의원,207264.3763742,448406.97575752,의원,1,0,0,87.5,112 113,안과, 이비인후과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119843040033041100006,19840703,,01,영업/정상,13,영업중,,,,,02-464-6655,,143841,서울특별시 광진구 자양4동 8번지 1호,서울특별시 광진구 아차산로 220 (자양동),,서울성모의원,2017-11-02 15:38:44,I,2018-08-31 23:59:59.0,의원,205906.77215752,448710.967950599,의원,1,0,0,0,110 111,산부인과, 소아청소년과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119843040033041100007,19840725,,01,영업/정상,13,영업중,,,,,02-453-8787,,143853,서울특별시 광진구 자양동 779번지 11호 302호,서울특별시 광진구 자양로 113, 302호 (자양동),05026,최치과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,치과의원,207264.3763742,448406.97575752,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119843040033041100008,19840804,,01,영업/정상,13,영업중,,,,,02-466-5238,,143899,서울특별시 광진구 중곡동 165번지 5호,서울특별시 광진구 능동로 385-1 (중곡동),04909,동화정신건강의학과의원,2020-08-28 01:43:14,U,2020-08-30 02:40:00.0,의원,207249.907982827,451286.598425072,의원,4,0,0,135.6,102 101 103,내과, 신경과, 정신건강의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119843040033041100009,19841025,,03,폐업,03,폐업,20120406,,,,02-453-1196,,143831,서울특별시 광진구 구의동 589-10 대림아크리버 B동 107호,,,보생원한의원,2012-04-06 14:34:49,I,2018-08-31 23:59:59.0,한의원,,,한의원,1,0,0,0,301,한방내과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119843040033041100010,1984-12-04,,01,영업/정상,13,영업중,,,,,02-465-4383,,143-843,서울특별시 광진구 자양4동 45번지 13호,서울특별시 광진구 뚝섬로 498 (자양동),05085,이종각한의원,2023-08-18 10:48:38,U,2022-12-07 22:00:00.0,한의원,205710.073302941,448183.135012992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119853040033041100001,19850213,,01,영업/정상,13,영업중,,,,,02-467-6247,,143898,서울특별시 광진구 중곡동 161번지 44호 (3층),서울특별시 광진구 능동로 324, 3층 (중곡동),04928,Dr. 고 신경정신과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,의원,207032.607406177,450682.449650361,의원,3,0,0,0,102 103,신경과, 정신건강의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119853040033041100002,19850219,,01,영업/정상,13,영업중,,,,,02-467-0659,,143838,서울특별시 광진구 군자동 478번지 5호 중앙빌딩 3층,서울특별시 광진구 천호대로 548, 3층 (군자동, 중앙빌딩),04997,남안과의원,2021-03-05 02:13:22,U,2021-03-07 02:40:00.0,의원,206896.697217277,450515.575725945,의원,1,0,0,0,112,안과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119853040033041100003,19850222,,01,영업/정상,13,영업중,,,,,02-452-1001,,,서울특별시 광진구 자양동 779번지 11호 구의 현대 하이엘,서울특별시 광진구 자양로 113, 4층 401호 (자양동, 구의 현대 하이엘),05026,채규원안과의원,2018-11-16 11:23:58,U,2018-11-18 02:35:50.0,의원,207264.3763742,448406.97575752,의원,1,0,0,87.3,112 108,성형외과, 안과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119853040033041100004,19850510,,01,영업/정상,13,영업중,,,,,02-444-4322,,143890,서울특별시 광진구 중곡동 116번지 5호 (5층),서울특별시 광진구 용마산로 5, 5층 (중곡동),04931,명이비인후과의원,2020-03-14 01:43:50,U,2020-03-17 02:40:00.0,의원,207729.777694155,450219.562772642,의원,1,0,0,0,113 116 112,안과, 이비인후과, 영상의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119853040033041100005,19850826,,01,영업/정상,13,영업중,,,,,02-464-2616,,143843,서울특별시 광진구 자양동 45번지 20호 2층,서울특별시 광진구 뚝섬로 494, 2층 (자양동),05085,이종혁치과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,치과의원,205683.126673457,448194.525060211,치과의원,1,0,0,146,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119853040033041100006,19851219,,01,영업/정상,13,영업중,,,,,02-457-6110,,143962,서울특별시 광진구 구의동 230번지 15호,서울특별시 광진구 광나루로 534 (구의동),05032,서울라파의원,2017-11-02 15:41:14,I,2018-08-31 23:59:59.0,의원,207769.795052182,449141.233917992,의원,1,0,0,111.72,105 101 114 115 111 104,내과, 외과, 정형외과, 소아청소년과, 피부과, 비뇨의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119863040033041100001,19860123,,01,영업/정상,13,영업중,,,,,02-446-1161,,143875,서울특별시 광진구 자양동 681번지,서울특별시 광진구 자양로 48, 2층 (자양동),05112,정문호소아과의원,2020-01-28 16:43:13,U,2020-01-30 02:40:00.0,의원,207509.816658335,447795.39120633,의원,1,0,0,88.3,111,소아청소년과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119863040033041100002,19860206,,03,폐업,03,폐업,20160503,,,,02-457-0683,,143808,서울특별시 광진구 광장동 326번지 11호,서울특별시 광진구 아차산로76가길 24 (광장동),04969,동선의원,2016-05-03 16:06:40,I,2018-08-31 23:59:59.0,의원,209354.687667834,449425.404008185,의원,1,0,0,0,111 101,내과, 소아청소년과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119863040033041100003,19860416,,03,폐업,03,폐업,20220810,,,,02-465-9088,,143902,서울특별시 광진구 중곡3동 199번지 4호,서울특별시 광진구 면목로 190 (중곡동),04903,닥터훈소아청소년과의원,2022-09-20 13:09:23,U,2021-12-08 22:02:00.0,의원,207295.169137261,451966.809789853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119863040033041100004,19860508,,01,영업/정상,13,영업중,,,,,02-467-2804,,143150,서울특별시 광진구 군자동 360번지 20호 동양파라곤(아)상가 225호,서울특별시 광진구 광나루로 361 (군자동),05003,박봉기치과의원,2020-01-09 22:43:13,U,2020-01-11 02:40:00.0,치과의원,206135.609362634,449591.555579704,치과의원,2,0,0,110,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119863040033041100005,19860514,,01,영업/정상,13,영업중,,,,,02-464-8988,,,서울특별시 광진구 자양동 843번지 11호,서울특별시 광진구 뚝섬로23길 27, 2층 (자양동),05078,나영호치과의원,2019-06-14 09:29:52,U,2019-06-16 02:40:00.0,치과의원,205642.888115746,448338.136856343,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119863040033041100006,19860527,,01,영업/정상,13,영업중,,,,,02-453-1102,,143873,서울특별시 광진구 자양동 677번지 7호,서울특별시 광진구 자양로 43 (자양동),05103,성동고려의원,2019-04-17 17:01:33,U,2019-04-19 02:40:00.0,의원,207491.508995823,447717.445119677,의원,1,0,0,118.4,104 105 101 111 110 114 115 116,내과, 외과, 정형외과, 산부인과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
