개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지,,,,정보
3040000,3040000-103-1993-06912,19931123,,03,폐업,02,폐업,20120103,,,,02 4526222,,143873,서울특별시 광진구 자양동 679-28번지 ,서울특별시 광진구 뚝섬로 680 (자양동),,태평양,2011-12-13 15:13:28,I,2018-08-31 23:59:59.0,단란주점,207450.459179791    ,447746.321126737    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,141.78,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06913,19931123,,03,폐업,02,폐업,19990331,,,,02 4445459,,143908,서울특별시 광진구 중곡동 341-7번지 ,,,무비스타단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,207161.455859795    ,450484.386089347    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,69.08,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06914,19931123,,03,폐업,02,폐업,20001101,,,,02 2012367,,143853,서울특별시 광진구 자양동 779-11번지 ,,,보스비지니스단란주점,2002-05-15 00:00:00,I,2018-08-31 23:59:59.0,단란주점,207264.3763742      ,448406.97575752     ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,123.98,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06915,19931126,,03,폐업,02,폐업,19980730,,,,02 4584684,,143865,서울특별시 광진구 자양동 607-14번지 ,,,만남단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,206787.810024212    ,447805.848817966    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,66.24,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06916,19931129,,03,폐업,02,폐업,20100222,,,,02 4998406,,143841,서울특별시 광진구 자양동 7-22번지 ,,,피플피플단란주점,2002-10-23 00:00:00,I,2018-08-31 23:59:59.0,단란주점,205952.393839962    ,448664.263519014    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,96.56,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06917,19931216,,01,영업/정상,01,영업,,,,,02 4586007,103.52,143825,서울특별시 광진구 구의동 243-22 ,서울특별시 광진구 아차산로 413 (구의동),05044,당근노래주점,2020-11-23 15:44:29,U,2020-11-25 02:40:00.0,단란주점,207749.121295367    ,448413.860807613    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,Y,103.52,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06918,19931214,,01,영업/정상,01,영업,,,,,02 4676114,93.68,143843,서울특별시 광진구 자양동 45-34 ,서울특별시 광진구 뚝섬로 492 (자양동),05085,라이브(술있는 노래방),2021-07-12 14:50:07,U,2021-07-14 02:40:00.0,단란주점,205670.818852306    ,448202.882476579    ,단란주점,0,0,,,,0,0,0,0,0,,0,0,Y,93.68,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06919,19931201,,03,폐업,02,폐업,19940812,,,,0204524199,,143821,서울특별시 광진구 구의동 199-6번지 ,,,코리아나단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,208385.614875431    ,448722.952514146    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,76.54,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06921,19931222,,03,폐업,02,폐업,19980625,,,,0204445393,,143915,서울특별시 광진구 화양동 111-72번지 ,,,청기와단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,206508.851523954    ,449413.728670008    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,102.93,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06922,19931228,,03,폐업,02,폐업,19951031,,,,02   00000,,143887,서울특별시 광진구 중곡동 78-1번지 ,,,카사,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,207696.700702315    ,450745.999069959    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,94.73,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06923,19931230,,03,폐업,02,폐업,20060210,,,,02 4634036,,143912,서울특별시 광진구 중곡동 647-20번지 ,,,힐탑,2002-10-24 00:00:00,I,2018-08-31 23:59:59.0,단란주점,207025.795729754    ,450766.849463688    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,134.58,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06924,19931210,,03,폐업,02,폐업,19940514,,,,0204983369,,143915,서울특별시 광진구 화양동 112-12번지 ,,,돌바람호프단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,206385.923387309    ,449411.913322466    ,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,87.26,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06928,19931213,,03,폐업,02,폐업,19950204,,,,0204989197,,143190,서울특별시 광진구 자양동 278-4번지 ,,,그래그래단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,76.51,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06930,19931211,,03,폐업,02,폐업,19941117,,,,0204548828,,143826,서울특별시 광진구 구의동 252-116번지 ,,,로렐라이단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,207398.6172302      ,448394.781788606    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,73.5,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06942,19931227,,03,폐업,02,폐업,19940613,,,,02 4562513,,143915,서울특별시 광진구 화양동 111-93번지 ,,,씨에프단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,206456.174022227    ,449319.518666748    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,147.86,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06952,19931231,,03,폐업,02,폐업,19950904,,,,0204643412,,143915,서울특별시 광진구 화양동 206-0번지 ,,,도시호프단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,206376.250562824    ,449455.046135201    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,138,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06960,19931123,,01,영업/정상,01,영업,,,,,02 4447704,90.41,143865,서울특별시 광진구 자양동 607-17 ,서울특별시 광진구 뚝섬로 608 (자양동),05099,쉘리단란주점,2021-05-24 17:40:29,U,2021-05-26 02:40:00.0,단란주점,206752.475844546    ,447819.070387547    ,단란주점,,,,,,,,,,,,,,Y,90.41,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06966,19931021,,03,폐업,02,폐업,19991101,,,,02 4577070,,143825,서울특별시 광진구 구의동 246-31번지 ,,,황실단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,207380.5402062      ,448360.699483182    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,60.9,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06969,19931112,,03,폐업,02,폐업,20020930,,,,02 4630284,,143916,서울특별시 광진구 화양동 23-40번지 ,,,러브포트단란주점,2002-01-21 00:00:00,I,2018-08-31 23:59:59.0,단란주점,205855.639385187    ,449404.744322513    ,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,102.9,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06970,19931115,,03,폐업,02,폐업,20000120,,,,02 4999598,,143914,서울특별시 광진구 화양동 8-27번지 ,,,스파트,2000-01-24 00:00:00,I,2018-08-31 23:59:59.0,단란주점,206101.591110165    ,448768.099708501    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,40,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06971,19931117,,03,폐업,02,폐업,19951114,,,,0204987316,,143914,서울특별시 광진구 화양동 8-100번지 ,,,돌고래,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,206068.015430385    ,448761.63233912     ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,63.95,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06985,19931230,,03,폐업,02,폐업,20001101,,,,02 4655431,,143915,서울특별시 광진구 화양동 112-17번지 ,,,엠티브이단란주점,2002-05-15 00:00:00,I,2018-08-31 23:59:59.0,단란주점,206349.091252115    ,449427.420372944    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,56,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06995,19931111,,01,영업/정상,01,영업,,,,,02 4460345,151.46,143817,서울특별시 광진구 구의동 54-20번지 ,서울특별시 광진구 천호대로 681 (구의동),04954,골드,2020-04-07 11:52:57,U,2020-04-09 02:40:00.0,단란주점,207965.635511766    ,449806.780043103    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,Y,151.46,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-06996,19931223,,03,폐업,02,폐업,20210719,,,,02 4540827,79.86,143826,서울특별시 광진구 구의동 252-130 ,서울특별시 광진구 아차산로51길 31 (구의동),05043,올리브,2021-07-19 11:56:58,U,2021-07-21 02:40:00.0,단란주점,207429.670680253    ,448459.536821989    ,단란주점,0,0,주택가주변,기타,상수도전용,0,0,0,0,0,,0,0,Y,79.86,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07001,19931201,,01,영업/정상,01,영업,,,,,02 4561029,121.35,143867,서울특별시 광진구 자양동 628-33 ,서울특별시 광진구 자양로 71 (자양동),05056,아지트,2021-07-12 14:51:58,U,2021-07-14 02:40:00.0,단란주점,207366.805100485    ,447998.485634998    ,단란주점,0,0,기타,기타,상수도전용,0,0,0,0,0,,0,0,Y,121.35,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07013,19931105,,03,폐업,02,폐업,19970724,,,,02 4577582,,143853,서울특별시 광진구 자양동 779-10번지 ,,,여울목단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,109.22,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07014,1993-12-16,,01,영업/정상,01,영업,,,,,0222017775,88.54,143-867,서울특별시 광진구 자양동 627-2,서울특별시 광진구 자양로 87 (자양동),05056,평야7080,2023-08-18 15:18:39,U,2022-12-07 22:00:00.0,단란주점,207320.173414544,448158.31682954,,,,,,,,,,,,,,,,,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07017,19931129,,03,폐업,02,폐업,19990325,,,,02 4683489,,143841,서울특별시 광진구 자양동 9-31번지 ,,,드라마단란주점,2003-02-03 00:00:00,I,2018-08-31 23:59:59.0,단란주점,205887.515523609    ,448665.598608443    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,131.6,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07020,1993-11-29,,01,영업/정상,01,영업,,,,,02 4578100,84.37,143-822,서울특별시 광진구 구의동 219-28,서울특별시 광진구 아차산로 455 (구의동),05046,멜론노래,2023-05-01 13:15:20,U,2022-12-05 00:03:00.0,단란주점,208126.054829292,448589.373872331,,,,,,,,,,,,,,,,,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07023,19931103,,03,폐업,02,폐업,20011107,,,,02 4620031,,143916,서울특별시 광진구 화양동 21-1번지 ,,,영 단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,206010.268755156    ,449527.161783138    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,143.85,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07024,19931111,,03,폐업,02,폐업,20060118,,,,0234362991,,143828,서울특별시 광진구 구의동 257-97번지 ,,,억불,2005-12-09 00:00:00,I,2018-08-31 23:59:59.0,단란주점,207448.630215348    ,448555.400178222    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,80.43,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07030,19931027,,03,폐업,02,폐업,19950104,,,,0204638219,,143916,서울특별시 광진구 화양동 21-38번지 ,,,청록,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,205966.649092527    ,449499.944055468    ,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,83.96,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07052,19931105,,03,폐업,02,폐업,19991220,,,,02,,143908,서울특별시 광진구 중곡동 340-3번지 ,,,뮤즈단란주점,1999-12-22 00:00:00,I,2018-08-31 23:59:59.0,단란주점,207324.480489699    ,451013.463838966    ,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,44.16,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07055,19931019,,03,폐업,02,폐업,20080227,,,,02 6630660,,143841,서울특별시 광진구 자양동 9-3번지 ,,,환타지아,2003-09-26 00:00:00,I,2018-08-31 23:59:59.0,단란주점,205857.880249044    ,448682.079477736    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,110.6,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07059,19931228,,03,폐업,02,폐업,19971104,,,,02 4547310,,143961,서울특별시 광진구 구의동 227-6번지 ,,,그린단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,207938.160165212    ,449059.875697331    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,72.8,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07063,19931227,,03,폐업,02,폐업,19991230,,,,02 4996668,,143916,서울특별시 광진구 화양동 17-10번지 ,,,천리향단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,206086.374116549    ,449463.547117001    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,119.14,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07076,19931124,,03,폐업,02,폐업,19961107,,,,02 4626296,,143847,서울특별시 광진구 능동 96-6번지 ,,,비지니스단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,,,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,143.8,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07079,19931230,,03,폐업,02,폐업,20001101,,,,02 4651988,,143915,서울특별시 광진구 화양동 116-9번지 ,,,다운타운단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,206218.610263652    ,449470.401305222    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,46.78,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07085,19931218,,03,폐업,02,폐업,20010110,,,,02 4974795,,143841,서울특별시 광진구 자양동 6-76번지 ,,,귀빈단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,205960.130148826    ,448639.020156888    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,56.11,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1993-07090,19931122,,03,폐업,02,폐업,20001101,,,,0204580705,,143962,서울특별시 광진구 구의동 229-43번지 ,,,만남단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,207884.573154447    ,449151.696278783    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,80.06,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1994-06864,19940601,,03,폐업,02,폐업,20110126,,,,02 4986585,,143842,서울특별시 광진구 자양동 24-5번지 ,,,포룸 노래주점,2011-01-03 15:02:56,I,2018-08-31 23:59:59.0,단란주점,205548.689811343    ,448653.085751205    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,81.72,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1994-06873,19941022,,03,폐업,02,폐업,20151026,,,,02 4504425,,143800,서울특별시 광진구 광장동 21번지 ,서울특별시 광진구 워커힐로 177 (광장동),04963,시로코(sirocco),2015-04-17 10:00:48,I,2018-08-31 23:59:59.0,단란주점,209766.973555533    ,450385.000713887    ,단란주점,,,,,,,,,,,,,,N,846.18,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1994-06876,19941130,,03,폐업,02,폐업,20110208,,,,02 4440524,,143831,서울특별시 광진구 구의동 599-7번지 ,,,영빈,2011-01-05 09:34:23,I,2018-08-31 23:59:59.0,단란주점,208048.05194204     ,447876.288098153    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,84.52,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1994-06878,19940526,,03,폐업,02,폐업,19950704,,,,0204686376,,143903,서울특별시 광진구 중곡동 239-56번지 ,,,태평양,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,206842.018364659    ,451291.339875688    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,82.47,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1994-06880,19940512,,01,영업/정상,01,영업,,,,,02 4988488,66.78,143900,서울특별시 광진구 중곡동 169-30,서울특별시 광진구 면목로 170 (중곡동),04904,무쏘 단란주점,2022-07-08 14:26:36,U,2021-12-06 23:02:00.0,단란주점,207240.201501879,451773.6153206,,,,,,,,,,,,,,,,,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1994-06881,19941228,,03,폐업,02,폐업,20060327,,,,0222084467,,143841,서울특별시 광진구 자양동 3-5번지 ,,,꽃반지단란주점,2002-10-23 00:00:00,I,2018-08-31 23:59:59.0,단란주점,206043.428677572    ,448409.355927327    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,65.1,,,,,,,서울시광진구단란주점영업인허가정보.csv
3040000,3040000-103-1994-06882,19941019,,03,폐업,02,폐업,19990325,,,,02 3332927,,143846,서울특별시 광진구 자양동 236-103번지 ,,,피디단란주점,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,단란주점,205391.382375241    ,448379.480529739    ,단란주점,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,133.01,,,,,,,서울시광진구단란주점영업인허가정보.csv
