개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지,,,,,정보
3040000,3040000-121-1985-00003,19851220,,03,폐업,02,폐업,20120914,,,,02 4520031,,143804,서울특별시 광진구 광장동 218번지 극동 APT 상가동 103호,,,케?하우스빠나미,2007-05-23 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,0,,주택가주변,을,상수도전용,,,,,,,,,N,34.72,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1986-00001,19860722,,03,폐업,02,폐업,20150331,,,,02 4527296,,143873,서울특별시 광진구 자양동 679-31번지 ,서울특별시 광진구 자양로 49 (자양동),05103,샬롬베이커리,2011-09-29 16:23:31,I,2018-08-31 23:59:59.0,제과점영업,207459.25486718     ,447773.810030137    ,제과점영업,0,0,주택가주변,을,상수도전용,,,,,,,,,N,39.18,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1987-00001,19871114,,01,영업/정상,01,영업,,,,,02 4449963,88.00,143817,서울특별시 광진구 구의동 53-10,서울특별시 광진구 천호대로 659 (구의동),04954,파리바게트,2022-11-08 10:54:13,U,2021-10-31 23:00:00.0,제과점영업,207881.32586747,450008.602481166,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1987-00002,19870630,,01,영업/정상,01,영업,,,,,02 4465333,,143851,서울특별시 광진구 자양동 216-21번지 ,서울특별시 광진구 아차산로 370 (자양동),05051,뚜레쥬르,2007-07-02 14:44:16,I,2018-08-31 23:59:59.0,제과점영업,207365.009660992    ,448238.625106956    ,제과점영업,,,주택가주변,을,상수도전용,,,,,,,,,N,41.38,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1987-00003,19870811,,03,폐업,02,폐업,20070117,,,,02 4586723,,143888,서울특별시 광진구 중곡동 88-6번지 ,,,월드하우스,2002-10-25 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207932.39482218     ,450532.687954482    ,제과점영업,0,0,주택가주변,을,상수도전용,,,,,,,,,N,40.6,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1987-00004,19870526,,03,폐업,02,폐업,20070125,,,,02 4477481,,143852,서울특별시 광진구 자양동 223-4번지 ,,,정억시과자점,2002-10-25 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,206892.331698416    ,448352.250028142    ,제과점영업,0,,주택가주변,을,상수도전용,,,,,,,,,N,28.44,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1988-00001,19880625,,03,폐업,02,폐업,20100804,,,,02 4629352,,143904,서울특별시 광진구 중곡동 256-7번지 ,,,벧엘베이커리,2009-09-21 15:52:12,I,2018-08-31 23:59:59.0,제과점영업,206851.323943254    ,450957.94611025     ,제과점영업,0,,주택가주변,을,상수도전용,,,,,,,,,N,20.52,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1988-00002,19881219,,03,폐업,02,폐업,20090918,,,,02 4577067,,143866,서울특별시 광진구 자양동 613-44번지 ,,,브랑제리유나,2002-10-25 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,206938.420567393    ,448040.209117302    ,제과점영업,,,주택가주변,을,상수도전용,,,,,,,,,N,61.75,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1989-00001,19890328,,03,폐업,02,폐업,20100406,,,,02 4553548,,143819,서울특별시 광진구 구의동 66-89번지 ,,,르와르,2004-11-19 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207741.351730721    ,449300.098439998    ,제과점영업,0,0,주택가주변,을,상수도전용,,,,,,,,,N,19.31,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1990-00001,19900730,,03,폐업,02,폐업,20180501,,,,02 4521106,,143864,서울특별시 광진구 자양동 581-1번지 ,서울특별시 광진구 뚝섬로 590 (자양동),05092,뚜레쥬르(자양점),2018-05-01 10:10:37,I,2018-08-31 23:59:59.0,제과점영업,206585.797095887    ,447875.916483314    ,제과점영업,0,0,아파트지역,을,상수도전용,,,,,,,,,N,35.75,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1990-00002,19900507,,01,영업/정상,01,영업,,,,,02 4527298,28.40,143888,서울특별시 광진구 중곡동 82-1 ,서울특별시 광진구 영화사로 18 (중곡동),04949,브레드월드,2021-11-19 15:54:04,U,2021-11-21 02:40:00.0,제과점영업,207817.113070386    ,450586.162250537    ,제과점영업,0,0,주택가주변,을,상수도전용,0,0,0,0,0,,0,0,N,28.4,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1991-00001,1991-11-28,,01,영업/정상,01,영업,,,,,02 4556239,67.65,143-818,서울특별시 광진구 구의동 56-2,서울특별시 광진구 자양로 282-1 (구의동),04961,마노베이커리,2023-03-29 15:41:58,U,2022-12-02 21:01:00.0,제과점영업,208039.012232241,449862.410018018,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1991-00002,19910907,,03,폐업,02,폐업,20180501,,,,02 4581835,,143820,서울특별시 광진구 구의동 125-13번지 ,서울특별시 광진구 광나루로 549-1 (구의동),,파리베이커리과자점,2018-05-01 10:17:28,I,2018-08-31 23:59:59.0,제과점영업,207942.244716374    ,449182.833536337    ,제과점영업,0,,주택가주변,기타,상수도전용,,,,,,,,,N,44.81,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1991-00003,19910305,,03,폐업,02,폐업,20080725,,,,02 4474715,,143819,서울특별시 광진구 구의동 80-20번지 ,,,명보제과,2005-10-26 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207622.653020944    ,449417.157205982    ,제과점영업,0,,기타,기타,상수도전용,,,,,,,,,N,76.02,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1992-00001,19921209,,03,폐업,02,폐업,20100531,,,,02 4571923,,143959,서울특별시 광진구 구의동 224-27번지 ,,,케익하우스델리,2009-12-02 21:55:52,I,2018-08-31 23:59:59.0,제과점영업,207889.51350261     ,448822.289898223    ,제과점영업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,51,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1992-00002,19921010,,03,폐업,02,폐업,20160901,,,,02 4547067,,143817,서울특별시 광진구 구의동 31-18번지 ,서울특별시 광진구 자양로 296 (구의동),04956,케익하우스 몽마,2004-04-20 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,208113.85600189     ,449981.520813444    ,제과점영업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,22.2,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1993-00001,19930529,,03,폐업,02,폐업,20081205,,,,02 4632009,,143843,서울특별시 광진구 자양동 43-7번지 ,,,뺑베이커리,2002-10-25 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,205552.620109015    ,448273.299636107    ,제과점영업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,41.62,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1993-00002,19931213,,03,폐업,02,폐업,20170413,,,,0222015905,,143814,서울특별시 광진구 광장동 484번지 광장현대3단지아파트 상가 101, 107호 ,서울특별시 광진구 아차산로70길 62 (광장동),04974,파리바게뜨 광장현대점,2017-04-13 17:13:07,I,2018-08-31 23:59:59.0,제과점영업,208644.819209521    ,448711.725750126    ,제과점영업,0,0,아파트지역,기타,상수도전용,,,,,,,,,N,74.62,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1993-00003,19930818,,03,폐업,02,폐업,20090408,,,,0222010531,,143806,서울특별시 광진구 광장동 257-3번지 ,,,월드파리제과점,2002-10-25 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,209085.122726965    ,449428.760751431    ,제과점영업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,32.82,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1993-00004,19931027,,03,폐업,02,폐업,20110127,,,,0204626984,,143845,서울특별시 광진구 자양동 65-1번지 ,,,팡도르제과점,2011-01-03 11:30:37,I,2018-08-31 23:59:59.0,제과점영업,205877.28221374     ,447919.248318372    ,제과점영업,0,0,아파트지역,기타,상수도전용,,,,,,,,,N,42.09,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1994-00001,19940126,,03,폐업,02,폐업,20070809,,,,02 4999300,,143901,서울특별시 광진구 중곡동 175-27번지 ,,,대학당빵집,2003-10-06 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207227.12326115     ,451819.638034393    ,제과점영업,0,,주택가주변,기타,상수도전용,,,,,,,,,N,35.33,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1994-00002,19940924,,03,폐업,02,폐업,20060324,,,,02 4470092,,143868,서울특별시 광진구 자양동 636-5번지 ,,,맥필드베이커리,2005-10-25 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207068.622608906    ,447698.605234605    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,37.26,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1994-00003,19941119,,03,폐업,02,폐업,20110126,,,,02 4549896,,143863,서울특별시 광진구 자양동 580-1번지 ,,,쉬끄델리과자점,2011-01-03 11:30:03,I,2018-08-31 23:59:59.0,제과점영업,206568.980449525    ,447968.031629643    ,제과점영업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,25.5,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1994-00004,19941230,,03,폐업,02,폐업,20160422,,,,02 4580763,,143885,서울특별시 광진구 중곡동 40-14번지 ,서울특별시 광진구 능동로 372 (중곡동),04937,뚜레쥬르 중곡용마점,2016-04-22 15:43:13,I,2018-08-31 23:59:59.0,제과점영업,207234.479621597    ,451127.31725064     ,제과점영업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,40.84,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1994-00005,19941206,,01,영업/정상,01,영업,,,,,02 4550068,,143862,서울특별시 광진구 자양동 553-502번지 ,서울특별시 광진구 뚝섬로 558 (자양동),05091,파리바게뜨 자양현대점,2015-07-24 10:56:48,I,2018-08-31 23:59:59.0,제과점영업,206278.8816321      ,447982.862179678    ,제과점영업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,66.75,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1994-00006,19941004,,03,폐업,02,폐업,20160425,,,,02 4550832,,143822,서울특별시 광진구 구의동 212-1번지 ,서울특별시 광진구 아차산로65길 9 (구의동),05035,케익하우스,2005-10-25 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,208246.759923873    ,448721.106994681    ,제과점영업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,22.56,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1996-00001,19960209,,03,폐업,02,폐업,20120321,,,,02 4647315,,143841,서울특별시 광진구 자양동 1-1번지 ,서울특별시 광진구 아차산로 244 (자양동),05073,프랑세즈과자점,2012-03-09 10:02:12,I,2018-08-31 23:59:59.0,제과점영업,206135.089385369    ,448605.479182886    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,37.35,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1996-00002,19960415,,03,폐업,02,폐업,20070124,,,,02 4610082,,143837,서울특별시 광진구 군자동 65-3번지 ,,,베이커리엔젤,2002-10-25 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,206561.85897884     ,450204.965754906    ,제과점영업,,,주택가주변,기타,상수도전용,,,,,,,,,N,31.45,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1996-00003,1996-09-20,,01,영업/정상,01,영업,,,,,02 4542797,46.20,143-821,서울특별시 광진구 구의동 199-23,서울특별시 광진구 구의강변로 102 (구의동),05117,케익하우스 엠마,2023-02-03 05:02:55,U,2022-12-02 00:05:00.0,제과점영업,208292.061375737,448577.913037351,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1996-00004,19961114,,03,폐업,02,폐업,20100820,,,,02 4555945,,143888,서울특별시 광진구 중곡동 82-3번지 ,,,신라베이커리,2002-10-25 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207871.986617653    ,450537.507543328    ,제과점영업,,,주택가주변,기타,상수도전용,,,,,,,,,N,21.45,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1996-00005,19960307,,03,폐업,02,폐업,20161021,,,,02 4467096,,143819,서울특별시 광진구 구의동 66-61번지 ,서울특별시 광진구 광나루로 531 (구의동),04977,파리바게뜨(구의행복점),2010-09-13 10:56:00,I,2018-08-31 23:59:59.0,제과점영업,207766.896500711    ,449210.982079029    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,65,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1996-00006,19960501,,03,폐업,02,폐업,20190704,,,,02 4651519,85.80,143915,서울특별시 광진구 화양동 111-204번지 ,서울특별시 광진구 능동로 181 (화양동),05009,파리바게트(화양리점),2019-07-04 13:09:21,U,2019-07-06 02:40:00.0,제과점영업,206438.709694007    ,449402.195181069    ,제과점영업,,,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,85.8,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1997-00001,19970328,,03,폐업,02,폐업,20110119,,,,02 4567836,,143832,서울특별시 광진구 구의동 631-1번지 현대프라임상가 104,105호 ,,,빵굽는마을,2009-01-30 13:17:08,I,2018-08-31 23:59:59.0,제과점영업,208558.286631653    ,448353.905156369    ,제과점영업,0,0,아파트지역,기타,상수도전용,,,,,,,,,N,63.7,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1997-00002,19970221,,03,폐업,02,폐업,20130401,,,,02 4645290,,143914,서울특별시 광진구 화양동 7-4번지 ,서울특별시 광진구 아차산로 221 (화양동),05018,케익하우스엠마,2009-12-02 21:52:11,I,2018-08-31 23:59:59.0,제과점영업,205961.538225195    ,448756.309472854    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,64.52,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1997-00003,19970313,,03,폐업,02,폐업,20120228,,,,0234092914,,143917,서울특별시 광진구 화양동 42-1번지 ,서울특별시 광진구 동일로 132 (화양동),05020,케?하우스밀레,2012-02-21 17:11:02,I,2018-08-31 23:59:59.0,제과점영업,205703.746604377    ,449082.094137517    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,29.78,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1997-00004,19970317,,03,폐업,02,폐업,20180501,,,,02 4466471,,143875,서울특별시 광진구 자양동 681번지 (1층) ,서울특별시 광진구 자양로 48 (자양동,(1층)),05112,파리바게트자양점,2018-05-01 10:16:36,I,2018-08-31 23:59:59.0,제과점영업,207509.816658335    ,447795.39120633     ,제과점영업,,,주택가주변,기타,상수도전용,,,,,,,,,N,52.8,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1997-00005,19970415,,03,폐업,02,폐업,20070208,,,,02 4655687,,143841,서울특별시 광진구 자양동 7-25번지 ,,,데멜과자점,2002-10-30 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,205948.480566193    ,448701.947776139    ,제과점영업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,88.91,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1997-00006,19970520,,03,폐업,02,폐업,20080630,,,,02 4664573,,143837,서울특별시 광진구 군자동 48-5번지 ,,,로이과자점,2007-10-11 14:47:52,I,2018-08-31 23:59:59.0,제과점영업,206630.820410416    ,450446.09112201     ,제과점영업,,,기타,기타,상수도전용,,,,,,,,,N,46.33,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1997-00007,19970609,,03,폐업,02,폐업,20220613,,,,0222016010,30.75,143826,서울특별시 광진구 구의동 252-1,서울특별시 광진구 자양로22길 24 (구의동),05043,안데르센과자점,2022-06-13 14:01:26,U,2021-12-05 23:06:00.0,제과점영업,207415.377440847,448585.120246089,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1997-00008,19971212,,01,영업/정상,01,영업,,,,,02 4674612,37.05,143839,서울특별시 광진구 군자동 103번지 ,서울특별시 광진구 군자로 108 (군자동),05004,띠아몽베이커리,2020-05-29 13:35:26,U,2020-05-31 02:40:00.0,제과점영업,206299.7504918      ,450037.825730524    ,제과점영업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,37.05,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1998-08211,19980501,,03,폐업,02,폐업,20131126,,,,0234248105,,143721,서울특별시 광진구 구의동 546-4번지          테크노마트21 판매동 8층 A045 ,서울특별시 광진구 광나루로56길 85 (구의동,         테크노마트21 판매동 8층 A045),05116,카페리치,2011-07-05 10:59:31,I,2018-08-31 23:59:59.0,제과점영업,208394.416382167    ,448165.279999905    ,제과점영업,0,0,아파트지역,기타,상수도전용,,,,,,,,,N,43.04,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1998-08212,19981022,,03,폐업,02,폐업,20051212,,,,02 4471997,,143867,서울특별시 광진구 자양동 626-1번지 ,,,풍년하우스,2002-10-26 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207267.514595321    ,448146.820894186    ,제과점영업,,,주택가주변,기타,상수도전용,,,,,,,,,N,66.72,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1998-08213,19980414,,03,폐업,02,폐업,20080506,,,,02 4554298,,143721,서울특별시 광진구 구의동 546-4번지 테크노마트 지하동 B003호,,,파리바게뜨팔라조데풀레또,2008-02-18 10:25:38,I,2018-08-31 23:59:59.0,제과점영업,208394.416382167    ,448165.279999905    ,제과점영업,0,0,아파트지역,기타,상수도전용,,,,,,,,,N,205.7,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1998-08214,19980515,,03,폐업,02,폐업,20060426,,,,,,143903,서울특별시 광진구 중곡동 229-5번지 ,,,빵굽는드림하우스,2005-11-01 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207114.498872176    ,451296.049443757    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,24.18,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1998-08215,19981124,,03,폐업,02,폐업,20060811,,,,02 4448151,,143815,서울특별시 광진구 광장동 566-0번지 청구상가 111호 ,,,보시엘드파리,2006-01-31 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,208440.29098555     ,448916.291657914    ,제과점영업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,40.3,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1998-08216,19981130,,03,폐업,02,폐업,20061108,,,,02 4526161,,143887,서울특별시 광진구 중곡동 58-18번지 ,,,쟝발쟝제과점,2002-10-26 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207695.480720925    ,450809.028344187    ,제과점영업,,,주택가주변,기타,상수도전용,,,,,,,,,N,51.79,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1999-00001,19990824,,01,영업/정상,01,영업,,,,,02 4523987,,143832,서울특별시 광진구 구의동 611번지 현대2단지종합상가 1층 108호, 지층 114호 ,서울특별시 광진구 광나루로56길 32 (구의동),05118,상제르망과자점,2013-12-30 15:02:01,I,2018-08-31 23:59:59.0,제과점영업,208403.746065593    ,448490.239179557    ,제과점영업,0,0,아파트지역,기타,상수도전용,,,,,,,,,N,30.23,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1999-00002,19991118,,03,폐업,02,폐업,20090225,,,,02 4471985,,143826,서울특별시 광진구 구의동 252-16번지 ,,,블레도르제과점,2005-08-08 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207342.766106556    ,448444.754635481    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,92.44,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1999-00003,19991214,,03,폐업,02,폐업,20080506,,,,02 4620106,,143903,서울특별시 광진구 중곡동 231-8번지 ,,,에삐드블레,2002-10-26 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,206996.314389687    ,451295.860658526    ,제과점영업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,76.49,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1999-00004,19990917,,03,폐업,02,폐업,20220106,,,,02 4583143,61.77,143889,서울특별시 광진구 중곡동 115-9 ,서울특별시 광진구 천호대로 655 (중곡동),04953,던킨도너츠(아차산역점),2022-01-06 09:50:02,U,2022-01-08 02:40:00.0,제과점영업,207859.45812424     ,450042.160296352    ,제과점영업,0,0,기타,기타,상수도전용,0,0,0,0,0,,0,0,N,61.77,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1999-00005,19991208,,03,폐업,02,폐업,20060327,,,,02 4690039,,143899,서울특별시 광진구 중곡동 165-18번지 ,,,프랑시앙바게뜨,2002-10-26 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207247.069693304    ,451340.245210839    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,42.74,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-1999-00006,19991009,,01,영업/정상,01,영업,,,,,0234241990,62.90,143200,서울특별시 광진구 구의동 546-4번지 지하1층D009호 ,서울특별시 광진구 광나루로56길 85 (구의동,지하1층D009호),05116,던킨도너츠테크노마트점,2020-02-26 17:59:54,U,2020-02-28 02:40:00.0,제과점영업,208394.416382167    ,448165.279999905    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,62.9,,,,,,,서울시광진구제과점영업인허가정보.csv
