개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,,,,,정보
3040000,CDFF3242051992000030,19921119,,03,폐업,03,폐업,20070521,,,,486-6749,,143915,서울특별시 광진구 화양동 111-25번지 ,서울특별시 광진구 능동로19길 7-6  (화양동),,심신,2007-05-22 10:18:17,I,2018-08-31 23:59:59.0,,206393.562375942    ,449390.155214675    ,노래연습장업,유통관련업,4,기타,,,3,,근린생활시설,,,,,N,N,N,N,N,N,,,,,,,,,,,,근린상업지역,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051992000031,19921128,,03,폐업,03,폐업,20090112,,,,,,143914,서울특별시 광진구 화양동 5-3번지 ,서울특별시 광진구 능동로 125  (화양동),,M.T 노래방,2009-01-12 14:11:51,I,2018-08-31 23:59:59.0,,206231.68709509     ,448883.548800954    ,노래연습장업,유통관련업,,,,,,,,,,8,2,N,N,N,N,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051992000032,19921219,,01,영업/정상,13,영업중,,,,,467-7195,,,서울특별시 광진구 군자동 361-25번지 ,서울특별시 광진구 광나루로 381-1 (군자동),05005,영해노래방,2017-12-22 15:57:11,I,2018-08-31 23:59:59.0,,206322.32617093     ,449541.914006032    ,노래연습장업,유통관련업,,,,,,,,,,12,6,N,N,N,Y,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051992000033,19921224,,03,폐업,03,폐업,20091223,,,,,,,서울특별시 광진구 화양동 132-75번지 ,서울특별시 광진구 군자로 46  (화양동),,딩동댕,2009-12-23 13:36:09,I,2018-08-31 23:59:59.0,,206164.174089426    ,449443.616319427    ,노래연습장업,유통관련업,,,,,,,,,,5,1,N,N,N,Y,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051992000034,19921224,,01,영업/정상,13,영업중,,,,,468-7425,,,,서울특별시 광진구 화양동 111-27 ,서울특별시 광진구 능동로19길 21-2 (화양동),05009,CNN노래연습장,2022-02-03 10:12:50,U,2022-02-05 02:40:00.0,,206342.411494474    ,449415.943515539    ,노래연습장업,유통관련업,0,,,0,0,0,근린생활시설,0,0,8,5,N,N,N,Y,N,N,,,,,,0,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051992000035,19921224,,03,폐업,03,폐업,20180328,,,,463-4931,,,서울특별시 광진구 화양동 21-49번지 ,서울특별시 광진구 광나루로 344 (화양동),05007,큰바위,2018-03-29 15:21:11,I,2018-08-31 23:59:59.0,,205941.743421955    ,449534.924131181    ,노래연습장업,유통관련업,,,,123,,,,,,6,,N,N,N,,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051992000036,19921224,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 중곡동 230-13 지층 ,서울특별시 광진구 면목로 128 (중곡동,지층),,OK노래연습장,2022-02-18 10:59:32,U,2022-02-20 02:40:00.0,,207081.397775132    ,451395.601315024    ,노래연습장업,유통관련업,0,,,99,0,0,,0,0,4,1,N,N,N,Y,N,N,,,,,,0,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000001,19930115,,01,영업/정상,13,영업중,,,,,447-9715,,,서울특별시 광진구 중곡동 79-9번지 지하1층 ,서울특별시 광진구 용마산로 44, 지하1층 (중곡동),04949,세븐스타,2014-02-04 14:47:12,I,2018-08-31 23:59:59.0,,207728.881211899    ,450600.779786883    ,노래연습장업,유통관련업,5,,,130.97,4,1,,,,8,3,N,N,N,Y,N,N,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000002,19930915,,03,폐업,03,폐업,20040224,,,,464-5608,,143845,서울특별시 광진구 자양동 59-2번지 ,,,그랑프리노래연습장,2004-02-24 15:47:37,I,2018-08-31 23:59:59.0,,205900.907866005    ,447964.288794784    ,노래연습장업,유통관련업,,,,,,,,,,6,2,N,N,N,N,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000003,19930915,,04,취소/말소/만료/정지/중지,35,직권말소,20140328,,,,2201-9322,,,서울특별시 광진구 구의동 234-9번지 ,서울특별시 광진구 광나루로 508 (구의동),,뚜엣노래방,2014-03-28 10:47:49,I,2018-08-31 23:59:59.0,,207524.325840597    ,449167.621788725    ,노래연습장업,유통관련업,,,,,,,,,,8,2,N,N,N,Y,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000004,19930915,,01,영업/정상,13,영업중,,,,,463-4931,,,서울특별시 광진구 화양동 21-49 ,서울특별시 광진구 광나루로 344 (화양동),05007,들국화노래연습장,2020-11-26 10:21:48,U,2020-12-03 02:40:00.0,,205941.743421955    ,449534.924131181    ,노래연습장업,유통관련업,,,,,,,,,,6,2,N,N,N,Y,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000005,19930915,,03,폐업,03,폐업,20000309,,,,464-7422,,143845,서울특별시 광진구 자양동 66-6번지 ,,,약속,2003-05-13 11:34:49,I,2018-08-31 23:59:59.0,,,,노래연습장업,유통관련업,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000006,19930915,,03,폐업,03,폐업,20040714,,,,444-2340,,143888,서울특별시 광진구 중곡동 83-15번지 ,서울특별시 광진구 영화사로 19  (중곡동),,비엔나노래방,2004-07-14 16:19:54,I,2018-08-31 23:59:59.0,,207849.833488428    ,450605.58240577     ,노래연습장업,유통관련업,,,,,,,,,,5,2,N,N,N,N,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000007,19930915,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 중곡동 89-1번지 지하1층 ,서울특별시 광진구 영화사로 30  (중곡동,지하1층),,야호,2009-12-07 13:56:56,I,2018-08-31 23:59:59.0,,207903.76494207     ,450516.288354149    ,노래연습장업,유통관련업,,,,,,,,,,6,2,N,N,N,Y,N,N,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000008,19930915,,03,폐업,03,폐업,19990531,,,,446-3929,,143818,서울특별시 광진구 구의동 56-16번지 ,서울특별시 광진구 자양로 284  (구의동),,까치,2003-05-20 15:29:50,I,2018-08-31 23:59:59.0,,208045.176570733    ,449875.520037658    ,노래연습장업,유통관련업,,,,,,,,,,,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000009,19930915,20040805,04,취소/말소/만료/정지/중지,30,허가취소,,,,,469-4771,,143843,서울특별시 광진구 자양동 43-36번지 ,서울특별시 광진구 뚝섬로 485-1  (자양동),,딩동댕,2004-08-06 09:43:44,I,2018-08-31 23:59:59.0,,205617.816978023    ,448251.094387523    ,노래연습장업,유통관련업,,,,,,,,,,,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000010,19930915,,01,영업/정상,13,영업중,,,,,498-7956,,,서울특별시 광진구 화양동 7-34 ,서울특별시 광진구 동일로22길 92, 지층 (화양동),05018,테크노,2022-03-17 18:01:12,U,2022-03-19 02:40:00.0,,206034.850904367    ,448754.092779735    ,노래연습장업,유통관련업,0,,,54,0,0,,0,0,5,2,N,N,N,Y,Y,N,,,,,,0,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000011,19930915,,03,폐업,03,폐업,20220819,,,,,,,서울특별시 광진구 자양동 45-35 지하1층,서울특별시 광진구 뚝섬로28길 4 (자양동),05085,Q노래연습장,2022-08-19 18:50:28,U,2021-12-07 22:01:00.0,,205652.085470948,448207.737066943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000012,19930915,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 자양동 52-214번지 지층 ,서울특별시 광진구 뚝섬로 484  (자양동,지층),,25시노래연습장,2010-05-11 09:16:32,I,2018-08-31 23:59:59.0,,205586.426272937    ,448229.432020682    ,노래연습장업,유통관련업,,,,,,,,,,7,1,N,N,N,Y,N,N,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000013,19930915,,01,영업/정상,13,영업중,,,,,457-8935,,143885,서울특별시 광진구 중곡동 40-1번지 지하1층 ,서울특별시 광진구 능동로 376  (중곡동,지하1층),,마돈나,2009-01-28 13:46:39,I,2018-08-31 23:59:59.0,,207247.742066247    ,451159.983759976    ,노래연습장업,유통관련업,,,,,,,,,,,,N,N,N,N,N,N,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000014,19930915,,03,폐업,03,폐업,20200121,,,,458-8626,,,서울특별시 광진구 중곡동 56-6번지 지하1층 ,서울특별시 광진구 용마산로 71  (중곡동,지하1층),,하모니,2020-01-23 08:43:51,U,2020-01-25 02:40:00.0,,207647.390932074    ,450869.915925018    ,노래연습장업,유통관련업,,,,,,,,,,10,5,N,N,N,Y,N,N,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000015,19930915,,03,폐업,03,폐업,20090414,,,,465-7200,,,143915,서울특별시 광진구 화양동 116-2번지 3층 ,서울특별시 광진구 광나루로 370  (화양동,3층),,쟁반노래연습장,2009-04-14 11:46:46,I,2018-08-31 23:59:59.0,,206196.490105448    ,449486.201330539    ,노래연습장업,유통관련업,,,,,,,,,,17,3,N,N,N,Y,N,N,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000016,19930915,,03,폐업,03,폐업,19991004,,,,446-8886,,143831,서울특별시 광진구 구의동 596-6번지 ,서울특별시 광진구 구의강변로 35  (구의동),,열창노래연습장,2003-05-13 11:34:49,I,2018-08-31 23:59:59.0,,208000.425400462    ,447967.273331938    ,노래연습장업,유통관련업,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000018,19930915,,03,폐업,03,폐업,20061122,,,,3436-8687,,143895,서울특별시 광진구 중곡동 150-77번지 ,서울특별시 광진구 용마산로 94  (중곡동),,25시노래방,2006-11-22 13:53:17,I,2018-08-31 23:59:59.0,,207656.294526483    ,451081.653513339    ,노래연습장업,유통관련업,,,,,,,,,,,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000019,19930915,,01,영업/정상,13,영업중,,,,,455-3674,,,,서울특별시 광진구 광장동 330-8번지 의성빌딩 ,서울특별시 광진구 광장로 80, 의성빌딩 (광장동),04968,열창노래방,2017-12-22 15:59:21,I,2018-08-31 23:59:59.0,,209298.027226523    ,449498.591204753    ,노래연습장업,유통관련업,,,,97.19,,,,,,6,1,N,N,N,Y,N,N,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000020,19930915,,03,폐업,03,폐업,20080729,,,,444-4411,,143846,서울특별시 광진구 자양동 216-23번지 ,서울특별시 광진구 아차산로 384  (자양동),,7080 뮤직,2008-07-29 11:10:53,I,2018-08-31 23:59:59.0,,207481.167428554    ,448276.07863669     ,노래연습장업,유통관련업,,,,,,,,,,,,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000021,19930915,,01,영업/정상,13,영업중,,,,,457-0132,,,서울특별시 광진구 구의동 246-59,서울특별시 광진구 아차산로51길 11, 2층 (구의동),05044,서울 노래연습장,2022-10-05 15:02:23,U,2021-10-31 00:07:00.0,,207455.640529226,448372.020914706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000022,19930915,,03,폐업,03,폐업,20200210,,,,456-8857,,,서울특별시 광진구 중곡동 31-1번지 지하1층 ,서울특별시 광진구 능동로 392 (중곡동,지하1층),,시월,2020-02-10 15:29:24,U,2020-02-12 02:40:00.0,,207311.333347724    ,451312.93518937     ,노래연습장업,유통관련업,,,,72.08,,,,,,8,4,N,N,N,Y,N,N,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000023,19930915,,01,영업/정상,13,영업중,,,,,455-0591,,,서울특별시 광진구 구의동 200-13번지 지하1층 ,서울특별시 광진구 아차산로65길 8  (구의동,지하1층),,갈채노래연습장,2012-06-13 15:18:32,I,2018-08-31 23:59:59.0,,208262.975906234    ,448735.21699219     ,노래연습장업,유통관련업,,,,108.92,,,,,,7,3,N,N,N,,N,N,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000024,19930925,,03,폐업,03,폐업,20070502,,,,466-0906,,143915,서울특별시 광진구 화양동 198-1번지 ,,,왕대박노래연습장,2007-05-02 13:54:46,I,2018-08-31 23:59:59.0,,,,노래연습장업,유통관련업,,,,,,,,,,,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
3040000,CDFF3242051993000025,19930925,,03,폐업,03,폐업,20060704,,,,499-3920,,143962,서울특별시 광진구 구의동 229-1번지 ,,,마돈나노래방,2006-07-04 15:30:23,I,2018-08-31 23:59:59.0,,207917.243020275    ,449147.668037501    ,노래연습장업,유통관련업,,,,,,,,,,,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,서울시광진구노래연습장업인허가정보.csv
