개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,욕실수,발한실여부,좌석수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부,,,,,,,,,정보
3040000,3040000-204-1973-00757,19731112,,03,폐업,02,폐업,20030226,,,,02 4654937,25.07,143190,서울특별시 광진구 자양동 554-13번지 ,,,나경미용실,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,206047.138896579    ,447980.869313986    ,미용업,,,,,,,,,,N,4,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1973-01117,19731015,,03,폐업,02,폐업,19940701,,,,02   00000,13.38,143847,서울특별시 광진구 능동 233-20번지 ,,,코스모스,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207108.060317935    ,450196.778266978    ,미용업,0,0,0,,0,,0,0,0,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1974-00619,19740706,,03,폐업,02,폐업,20180810,,,,02 4460246,18.72,143825,서울특별시 광진구 구의동 242-15번지 ,서울특별시 광진구 아차산로57길 9 (구의동),05042,한수미용실,2018-08-10 09:52:01,U,2018-12-06 02:40:00.0,일반미용업,207720.13509251     ,448532.117307184    ,미용업,4,,,1,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1974-00682,19740514,,03,폐업,02,폐업,19971211,,,,02 4469336,12.40,143808,서울특별시 광진구 광장동 323-4번지 ,,,가나미용실,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,,,미용업,0,0,0,,0,,0,0,0,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1974-00707,19740323,,03,폐업,02,폐업,20191011,,,,02 4477018,30.00,143852,서울특별시 광진구 자양동 223-26번지 ,서울특별시 광진구 아차산로40길 23 (자양동),05054,방은희미용실,2019-10-11 09:38:17,U,2019-10-13 02:40:00.0,일반미용업,206857.772628456    ,448252.301149704    ,미용업,2,,,1,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1974-01121,19740330,,03,폐업,02,폐업,19941103,,,,0200000000,.00,143848,서울특별시 광진구 능동 234-20번지 ,,,꽃샘,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207093.348456888    ,450260.085963864    ,미용업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1975-00418,19750708,,03,폐업,02,폐업,20130322,,,,02 4531704,24.00,143758,서울특별시 광진구 자양동 227-164번지 ,서울특별시 광진구 자양번영로11길 15-4 (자양동),05066,에스더미용실,2003-10-02 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,206624.941754007    ,448316.74444461     ,미용업,3,,,1,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1975-00523,19750709,,03,폐업,02,폐업,20050706,,,,02 4668193,19.60,143912,서울특별시 광진구 중곡동 620-11번지 ,,,유행미용실,2003-03-26 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,206829.653004919    ,450946.561284662    ,미용업,0,0,0,,0,,0,0,0,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1975-00645,19750118,,03,폐업,02,폐업,20101123,,,,02 4520341,18.60,143821,서울특별시 광진구 구의동 206-12번지 ,,,제일미용실,2003-03-03 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,208245.744308586    ,448758.725769257    ,미용업,1,,,1,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1975-01179,19751015,,03,폐업,02,폐업,19941103,,,,0200000000,.00,143826,서울특별시 광진구 구의동 250-35번지 ,,,임,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207487.391900875    ,448871.315325146    ,미용업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1976-00370,19760517,,03,폐업,02,폐업,19980620,,,,02 4561516,19.27,143890,서울특별시 광진구 중곡동 117-38번지 ,,,종로미용실,2002-03-25 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207661.519888675    ,450431.619387198    ,미용업,0,0,0,,0,,0,0,0,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1976-00422,19760313,,03,폐업,02,폐업,20030723,,,,02 4970845,30.00,143841,서울특별시 광진구 자양동 13-62번지 ,,,허즈미용실,2003-03-27 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,205702.659986596    ,448592.039996119    ,미용업,2,,,,,,,,,N,4,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1976-00445,19760712,,03,폐업,02,폐업,19961016,,,,02 4991356,19.47,143915,서울특별시 광진구 화양동 16-54번지 ,,,원영미용실,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,206044.722904365    ,449271.239941684    ,미용업,0,0,0,,0,,0,0,0,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1976-00547,19761022,,03,폐업,02,폐업,20030226,,,,02 4476037,15.60,143891,서울특별시 광진구 중곡동 139-3번지 ,,,하늘,2003-03-06 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207271.079259412    ,450539.559850354    ,미용업,,,,,,,,,,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1976-00556,1976-03-19,,03,폐업,02,폐업,2023-07-31,,,,02 4666196,0.00,143-901,서울특별시 광진구 중곡동 175-78,서울특별시 광진구 동일로78길 49 (중곡동),04902,수정미용실,2023-07-31 15:47:11,U,2022-12-08 00:02:00.0,일반미용업,207188.932706651,451832.329685644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1976-00665,19760923,,01,영업/정상,01,영업,,,,,02 4526664,33.00,143817,서울특별시 광진구 구의동 54-4번지 1층 ,서울특별시 광진구 자양로 279, 1층 (구의동),04954,송순복헤어월드,2018-06-25 11:08:34,I,2018-08-31 23:59:59.0,일반미용업,207995.546576681    ,449846.713182343    ,미용업,2,,,1,,,,,,N,4,,,,,,,,,,N,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1976-01043,19760106,,03,폐업,02,폐업,19941103,,,,0200000000,.00,143901,서울특별시 광진구 중곡동 192-30번지 ,,,우리두리,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207039.904474897    ,451455.181702931    ,미용업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1977-00490,19770816,,03,폐업,02,폐업,20030226,,,,02 4974360,16.50,143837,서울특별시 광진구 군자동 49-26번지 ,,,다희미용실,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,206651.020789898    ,450425.472679209    ,미용업,,,,,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1977-00492,19771101,,03,폐업,02,폐업,20030226,,,,02 4673150,21.10,143839,서울특별시 광진구 군자동 117-35번지 ,,,장윤선미용실,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,206263.082868007    ,450284.216345347    ,미용업,,,,,,,,,,N,4,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1977-00539,19770707,,03,폐업,02,폐업,20040309,,,,02 4448508,21.00,143885,서울특별시 광진구 중곡동 44-10번지 ,,,우정미용실,2003-03-31 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207327.074315139    ,450899.38802016     ,미용업,3,,,1,,,,,,N,4,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1977-00559,19771101,,01,영업/정상,01,영업,,,,,,30.00,143900,서울특별시 광진구 중곡동 169-85 ,서울특별시 광진구 능동로59길 35 (중곡동),04904,그랜드,2020-12-16 15:15:09,U,2020-12-18 02:40:00.0,일반미용업,207334.141293212    ,451826.394475256    ,미용업,4,,,1,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1977-00588,19771101,,03,폐업,02,폐업,20010205,,,,02 4446739,16.40,143887,서울특별시 광진구 중곡동 78-5번지 ,,,궁성미용실,2003-04-03 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207736.577077988    ,450710.410178657    ,미용업,,,,,,,,,,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1977-00678,19770811,,03,폐업,02,폐업,19970617,,,,02   0,21.62,143819,서울특별시 광진구 구의동 65-10번지 ,,,스타미용실,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207709.57658649     ,449302.624247538    ,미용업,0,0,0,,0,,0,0,0,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1978-00386,19780619,,03,폐업,02,폐업,19980728,,,,02 4627773,14.85,143843,서울특별시 광진구 자양동 52-41번지 ,,,영동,2002-03-25 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,205673.123205369    ,448075.529981149    ,미용업,0,0,0,,0,,0,0,0,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1978-00435,19781019,,03,폐업,02,폐업,20030226,,,,02 4635318,13.75,143843,서울특별시 광진구 자양동 52-193번지 ,,,금잔듸미용실,2003-02-28 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,205560.921209094    ,448190.417194808    ,미용업,,,,,,,,,,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1978-00447,19781116,,03,폐업,02,폐업,20030226,,,,02 4638236,18.13,143916,서울특별시 광진구 화양동 19-38번지 ,,,크로바미용실,2003-03-06 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,206015.856576215    ,449471.601387885    ,미용업,,,,,,,,,,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1978-00455,19780706,,03,폐업,02,폐업,20121217,,,,02 4631375,23.00,143916,서울특별시 광진구 화양동 34-74번지 ,서울특별시 광진구 능동로13길 55 (화양동),05016,한미용실,2003-03-03 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,206071.485106448    ,449103.917533251    ,미용업,4,,,1,,,,,,N,5,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1978-00485,19780206,,03,폐업,02,폐업,19990803,,,,02 4679280,17.22,143840,서울특별시 광진구 군자동 361-11번지 ,,,영미용실,1999-08-04 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,,,미용업,0,0,0,,0,,0,0,0,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1978-00494,19780506,,03,폐업,02,폐업,20030226,,,,02 4698863,14.00,143839,서울특별시 광진구 군자동 150-13번지 ,,,한헤어샵,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,206459.256495006    ,450177.708336288    ,미용업,,,,,,,,,,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1978-00555,19781116,,03,폐업,02,폐업,20040324,,,,02 4977616,16.00,143900,서울특별시 광진구 중곡동 169-85번지 ,,,압구정헤어샵,2004-03-24 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207334.141293212    ,451826.394475256    ,미용업,2,,,,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1978-00595,19780619,,03,폐업,02,폐업,19991021,,,,02   0,12.58,143888,서울특별시 광진구 중곡동 94-13번지 ,,,희영미용실,1999-10-22 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207867.783459848    ,450179.98615898     ,미용업,0,0,0,,0,,0,0,0,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1978-00673,19780825,,01,영업/정상,01,영업,,,,,02 4532774,13.20,143819,서울특별시 광진구 구의동 79-28 ,서울특별시 광진구 자양로37길 8 (구의동),04993,명신미용실,2021-04-12 10:38:39,U,2021-04-14 02:40:00.0,일반미용업,207682.478167419    ,449522.491067943    ,미용업,1,0,0,1,0,0,0,0,0,N,2,,,,,0,,,0,0,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1978-00705,19781228,,03,폐업,02,폐업,19961223,,,,02 4473855,13.44,143852,서울특별시 광진구 자양동 220-222번지 ,,,미원미용실,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,,,미용업,0,0,0,,0,,0,0,0,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1978-00738,19780830,,03,폐업,02,폐업,20100603,,,,02 4563395,23.10,143873,서울특별시 광진구 자양동 665-2번지 ,,,손미용실,2003-03-25 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207304.468472508    ,447551.997119133    ,미용업,4,,,1,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1978-01301,19780930,,03,폐업,02,폐업,19941103,,,,0200000000,.00,143872,서울특별시 광진구 자양동 646-27번지 ,,,스타,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207236.970680547    ,447399.697266999    ,미용업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-00453,19790904,,03,폐업,02,폐업,20040920,,,,02 4638666,21.00,143916,서울특별시 광진구 화양동 33-34번지 ,,,샬롬미용실,2004-09-20 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,206015.280335652    ,449180.408499373    ,미용업,4,,,1,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-00510,19791219,,03,폐업,02,폐업,20190207,,,,02 4972878,20.00,143903,서울특별시 광진구 중곡동 235-11번지 ,서울특별시 광진구 동일로72길 4 (중곡동),04912,사라미용실,2019-02-07 13:31:58,U,2019-02-09 02:40:00.0,일반미용업,206811.306472678    ,451531.430843612    ,미용업,2,,,1,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-00557,19791219,,03,폐업,02,폐업,20120525,,,,02 4666062,60.00,143900,서울특별시 광진구 중곡동 691-9번지 ,서울특별시 광진구 면목로 167 (중곡동),04905,장미미용실,2009-05-26 16:30:42,I,2018-08-31 23:59:59.0,일반미용업,207199.372166283    ,451771.189470597    ,미용업,3,,,,,,,,,N,5,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-00562,19790814,,03,폐업,02,폐업,19980209,,,,02 4687503,14.70,143902,서울특별시 광진구 중곡동 290-4번지 ,,,쥬쥬미용실,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207516.355913507    ,451905.85843222     ,미용업,0,0,0,,0,,0,0,0,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-00578,19790426,,03,폐업,02,폐업,20060108,,,,02 4356385,14.25,143909,서울특별시 광진구 중곡동 578-11번지 ,,,새싹미용실,2003-06-02 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207078.11019891     ,452032.063613683    ,미용업,2,,,1,,,,,,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-00579,19791027,,03,폐업,02,폐업,20110426,,,,02 4929571,16.00,143909,서울특별시 광진구 중곡동 580-0번지 ,,,아연미용실,2003-03-27 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207089.752230959    ,452136.717870103    ,미용업,2,,,,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-00626,19790521,,03,폐업,02,폐업,19971211,,,,02 4539132,21.16,143826,서울특별시 광진구 구의동 251-154번지 ,,,부용미용실,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207419.549590887    ,448830.446993108    ,미용업,0,0,0,,0,,0,0,0,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-00647,19790126,,01,영업/정상,01,영업,,,,,02 4469732,9.20,143822,서울특별시 광진구 구의동 220-58 ,서울특별시 광진구 구의로4길 16 (구의동),05045,윤헤어모드미용실,2020-11-11 17:23:58,U,2020-11-13 02:40:00.0,일반미용업,207927.65179384     ,448630.538196935    ,미용업,4,,,1,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-00685,19791226,,01,영업/정상,01,영업,,,,,02 4448262,21.96,143802,서울특별시 광진구 광장동 145-8 ,서울특별시 광진구 아차산로 635 (광장동),04964,워커힐아파트미용실,2020-12-15 11:16:08,U,2020-12-17 02:40:00.0,일반미용업,209345.941766315    ,449811.718207794    ,미용업,,,,,,,,,,N,4,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-00712,19790907,,03,폐업,02,폐업,19970908,,,,02 4536004,19.25,143845,서울특별시 광진구 자양동 97-0번지 ,,,새로나,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,,,미용업,0,0,0,,0,,0,0,0,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-00747,19790411,,03,폐업,02,폐업,20220607,,,,02 4462918,26.00,143865,서울특별시 광진구 자양동 597-0,서울특별시 광진구 뚝섬로48길 19 (자양동),05099,에덴미용실,2022-06-07 11:26:38,U,2021-12-06 00:09:00.0,일반미용업,206766.594294646,447654.433574244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-00988,19790626,,01,영업/정상,01,영업,,,,,0234091197,24.00,143837,서울특별시 광진구 군자동 51-24번지 ,서울특별시 광진구 군자로 159 (군자동),04996,루디아헤어클렉션,2015-10-07 15:05:04,I,2018-08-31 23:59:59.0,일반미용업,206701.093374071    ,450342.537828742    ,미용업,2,,,1,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-01033,19790205,,03,폐업,02,폐업,19941103,,,,02   00000,.00,143900,서울특별시 광진구 중곡동 174-135번지 ,,,롯데,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,,,미용업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1979-01229,19791226,,03,폐업,02,폐업,19950329,,,,02   00000,29.70,143817,서울특별시 광진구 구의동 54-4번지 ,,,광희,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207995.546576681    ,449846.713182343    ,미용업,0,0,0,,0,,0,0,0,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1980-00397,19801229,,03,폐업,02,폐업,20040723,,,,02 4449020,13.44,143809,서울특별시 광진구 광장동 330-8번지 ,,,김은수헤어클럽,2004-07-23 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,209298.027226523    ,449498.591204753    ,미용업,,,,,,,,,,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1980-00463,19800619,,03,폐업,02,폐업,19961223,,,,02 4611118,14.24,143915,서울특별시 광진구 화양동 110-3번지 ,,,무궁화미용실,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,,,미용업,0,0,0,,0,,0,0,0,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1980-00464,19800722,,03,폐업,02,폐업,20090120,,,,02 4475089,10.00,143926,서울특별시 광진구 화양동 495-26번지 ,,,헤어헌트,2008-08-19 10:52:12,I,2018-08-31 23:59:59.0,일반미용업,206685.852736958    ,449228.796631785    ,미용업,3,,,1,,,,,,N,3,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1980-00529,19800103,,03,폐업,02,폐업,20030226,,,,02 4529513,17.28,143885,서울특별시 광진구 중곡동 39-65번지 ,,,동일미용실,2003-03-06 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207331.383944158    ,451125.980916627    ,미용업,,,,,,,,,,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
3040000,3040000-204-1980-00549,19800722,,03,폐업,02,폐업,20030226,,,,02 4465014,12.58,143891,서울특별시 광진구 중곡동 138-25번지 ,,,붐비나미용실,2003-03-06 00:00:00,I,2018-08-31 23:59:59.0,일반미용업,207291.957016493    ,450712.461868692    ,미용업,,,,,,,,,,N,2,,,,,,,,,,N,,,,,,,,,서울시광진구미용업인허가정보.csv
