개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),약국영업면적,지정일자,,,,,,,정보
3040000,PHMD119773040033084000001,19770106,20150227,03,폐업,03,폐업,20150227,,,,497-0512,,143840,서울특별시 광진구 군자동 361번지 26호,서울특별시 광진구 광나루로 381 (군자동),143840,신대우약국,2015-02-27 17:03:32,I,2018-08-31 23:59:59.0,,206310.110157332    ,449545.938912924    ,18.56,19770106,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119773040033084000002,19770720,20120615,03,폐업,03,폐업,20120615,,,,467-5931,,143838,서울시 광진구 군자동 473-17,,,영신약국,2012-06-15 17:23:28,I,2018-08-31 23:59:59.0,,,,21.86,19770720,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119773040033084000003,19770727,20130411,03,폐업,03,폐업,20130411,,,,467-3095,,143837,서울시 광진구 군자동 49-3,,,세진약국,2013-04-11 15:11:34,I,2018-08-31 23:59:59.0,,,,23,19770727,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119783040033084000001,19780119,20110518,03,폐업,03,폐업,20110518,,,,444-5070,,143828,서울시 광진구 구의1동 257-130,,,동진약국,2011-05-18 09:49:02,I,2018-08-31 23:59:59.0,,,,16.5,19780119,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119783040033084000003,1978-09-05,,01,영업/정상,13,영업중,,,,,447-8188,,143-847,서울특별시 광진구 능동 279번지 2호,서울특별시 광진구 능동로 298 (능동),04985,광해약국,2023-06-30 10:18:12,I,2022-12-07 00:02:00.0,,206939.066753686,450441.991348117,,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119783040033084000004,19781101,20100802,03,폐업,03,폐업,20100802,,,,447-2998,,143891,서울시 광진구 중곡2동 140-29,,,세명약국,2010-08-02 09:57:42,I,2018-08-31 23:59:59.0,,,,24.7,19781101,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119803040033084000001,19800128,,01,영업/정상,13,영업중,,,,,452-1809,,143865,서울특별시 광진구 자양동 584번지 13호,서울특별시 광진구 자양번영로 11 (자양동),05093,성동약국,2015-05-12 10:12:44,I,2018-08-31 23:59:59.0,,206533.049484886    ,447609.765976299    ,18.2,19800128,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119803040033084000002,19800306,20170102,03,폐업,03,폐업,20170102,,,,446-0245,,143866,서울특별시 광진구 자양동 612번지 60호,서울특별시 광진구 자양로15길 18 (자양동),05055,누리약국,2017-01-02 10:35:42,I,2018-08-31 23:59:59.0,,207235.634628029    ,448183.913242686    ,46.05,19800306,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119803040033084000003,19800524,,01,영업/정상,13,영업중,,,,,462-3355,,143914,서울특별시 광진구 화양동 9번지 90호,서울특별시 광진구 아차산로29길 12 (화양동),05018,연진약국,2010-04-20 13:55:17,I,2018-08-31 23:59:59.0,,205981.488253574    ,448801.003646226    ,16.66,19800524,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119803040033084000004,19800707,,01,영업/정상,13,영업중,,,,,452-0015,,,서울특별시 광진구 구의동 546번지 1호 동서울종합터미널,서울특별시 광진구 강변역로 50, 동서울종합터미널 124호 (구의동),05116,동서울약국,2020-03-12 13:43:08,U,2020-03-14 02:40:00.0,,208201.993320839    ,447967.299542306    ,47.25,19800707,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119813040033084000001,19810306,20170102,03,폐업,03,폐업,20170102,,,,457-6363,,143888,서울특별시 광진구 중곡동 93번지 4호,서울특별시 광진구 용마산로 4 (중곡동),04953,메디팜백악관약국,2017-01-02 10:34:36,I,2018-08-31 23:59:59.0,,207775.393626251    ,450200.655283827    ,53.04,19810306,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119813040033084000002,19810323,20130405,03,폐업,03,폐업,20130405,,,,444-8426,,143867,서울시 광진구 자양1동 631-3,,,모범약국,2013-04-05 09:44:14,I,2018-08-31 23:59:59.0,,,,24.3,19810323,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119813040033084000003,19810806,20110831,03,폐업,03,폐업,20110831,,,,467-3289,,143899,서울시 광진구 중곡1동 165-10,,,동화약국,2011-08-31 14:07:32,I,2018-08-31 23:59:59.0,,,,22.7,19810806,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119813040033084000004,19811007,,03,폐업,03,폐업,20180928,,,,450-4759,,143708,서울특별시 광진구 광장동 21번지,서울특별시 광진구 워커힐로 177 (광장동),04963,구내약국,2018-09-28 16:31:42,I,2018-09-28 23:59:59.0,,209766.973555533    ,450385.000713887    ,19.1,19811007,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119823040033084000003,1982-04-22,,01,영업/정상,13,영업중,,,,,447-8114,,,서울특별시 광진구 구의동 66-62,서울특별시 광진구 광나루로 529, 1층 (구의동),04977,수도약국,2023-06-01 09:44:09,I,2022-12-06 00:03:00.0,,207748.736496653,449212.187153261,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119823040033084000004,1982-06-08,,03,폐업,03,폐업,2023-11-01,,,,02-452-3395,,143-751,서울특별시 광진구 광장동 218번지 1호,서울특별시 광진구 아차산로 552 (광장동),04971,온누리극동약국,2023-11-01 11:08:42,U,2022-11-01 00:03:00.0,,209138.04726487,448993.925426656,,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119823040033084000005,19820630,,03,폐업,03,폐업,20191118,,,,464-3577,,143841,서울특별시 광진구 자양동 11번지 1호,서울특별시 광진구 뚝섬로27길 65 (자양동),05078,세영약국,2019-11-18 10:06:38,I,2019-11-29 00:23:27.0,,205823.965284993    ,448496.525042865    ,24,19820630,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119833040033084000002,19830524,,03,폐업,03,폐업,20181002,,,,466-4765,,143838,서울특별시 광진구 군자동 469번지 22호,서울특별시 광진구 면목로 37 (군자동),04994,천수당약국,2018-10-12 11:06:29,U,2018-10-12 23:59:59.0,,206678.650243653    ,450573.359771289    ,19,19830524,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119833040033084000003,19830910,20130508,03,폐업,03,폐업,20130508,,,,447-8961,,143862,서울시 광진구 자양3동 553-588,,,혜수약국,2013-05-08 14:01:52,I,2018-08-31 23:59:59.0,,,,21.3,19830910,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119843040033084000001,19840109,20150528,03,폐업,03,폐업,20150528,,,,463-4287,,143843,서울특별시 광진구 자양동 44번지 1호,서울특별시 광진구 뚝섬로25길 23 (자양동),143843,장수약국,2015-05-28 17:36:52,I,2018-08-31 23:59:59.0,,205629.876602115    ,448301.456040081    ,33.7,19840109,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119843040033084000002,19840330,,01,영업/정상,13,영업중,,,,,457-5167,,143867,서울특별시 광진구 자양동 653번지 34호,서울특별시 광진구 뚝섬로 655 (자양동),05060,인정온누리약국,2017-06-13 17:14:04,I,2018-08-31 23:59:59.0,,207206.505727857    ,447709.173748072    ,19.6,19840330,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119843040033084000003,19840709,20140320,03,폐업,03,폐업,20140320,,,,446-2810,,143887,서울특별시 광진구 중곡동 76번지 60호,서울특별시 광진구 긴고랑로 142 (중곡동),143887,천지약국,2014-03-20 15:34:20,I,2018-08-31 23:59:59.0,,207934.458862492    ,450722.87037915     ,42.3,19840709,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119853040033084000001,19850614,,03,폐업,03,폐업,20190531,,,,446-8116,,143190,서울특별시 광진구 자양동 801번지,서울특별시 광진구 아차산로40길 28 (자양동),05053,새은광약국,2019-05-31 11:49:13,I,2019-06-02 02:21:00.0,,206831.140607972    ,448245.936670115    ,22.18,19850614,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119853040033084000003,19851106,20120222,03,폐업,03,폐업,20120222,,,,457-1517,,143827,서울시 광진구 구의1동 254-108,,,신제일약국,2012-02-22 16:59:28,I,2018-08-31 23:59:59.0,,,,16.06,19851106,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119863040033084000001,19860203,20090706,03,폐업,03,폐업,20090702,,,,465-3144,,143912,서울시 광진구 중곡1동 615-1,,,대광당약국,2009-07-06 10:19:32,I,2018-08-31 23:59:59.0,,,,17.49,19860203,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119863040033084000003,19860723,20090515,03,폐업,03,폐업,20090515,,,,468-0193,,143844,서울시 광진구 자양4동 52-193,,,신승보약국,2009-05-15 13:02:14,I,2018-08-31 23:59:59.0,,,,40.74,19860723,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119863040033084000004,19861004,20140430,03,폐업,03,폐업,20140430,,,,453-3100,,143819,서울특별시 광진구 구의동 78번지 2호,서울특별시 광진구 자양로 261 (구의동),143819,진우약국,2014-04-30 11:09:52,I,2018-08-31 23:59:59.0,,207883.090424928    ,449707.571559893    ,21.7,19861004,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119863040033084000005,19861106,,01,영업/정상,13,영업중,,,,,467-8832,,,서울특별시 광진구 중곡동 691번지 6호,서울특별시 광진구 면목로 169 (중곡동),04905,제중약국,2017-09-13 09:26:09,I,2018-08-31 23:59:59.0,,207219.441981829    ,451794.928886123    ,23.28,19861106,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119873040033084000001,19870622,,01,영업/정상,13,영업중,,,,,464-4756,,,서울특별시 광진구 자양동 52-201 1층,서울특별시 광진구 뚝섬로 480, 1층 (자양동),05082,종우약국,2020-07-17 16:16:08,I,2020-07-19 00:23:15.0,,205543.06511664     ,448239.636973707    ,26.75,19870622,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119883040033084000001,19880223,,01,영업/정상,13,영업중,,,,,452-4185,,,서울특별시 광진구 중곡동 125번지 1호 1층,서울특별시 광진구 긴고랑로 106, 1층 (중곡동),04922,종합약국,2019-12-16 14:36:03,U,2019-12-18 02:40:00.0,,207610.954661904    ,450813.11786659     ,20.4,19880223,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119893040033084000001,19890411,,03,폐업,03,폐업,20210330,,,,444-3672,,143715,서울특별시 광진구 구의동 546번지 1호 동서울터미널빌딩,서울특별시 광진구 강변역로 50 (구의동, 동서울터미널빌딩),05116,중부고속약국,2021-04-05 17:12:54,U,2021-04-07 02:40:00.0,,208201.993320839    ,447967.299542306    ,24.96,19890411,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119893040033084000002,19890508,20140515,03,폐업,03,폐업,20140515,,,,465-2257,,143916,서울특별시 광진구 화양동 23번지 1호,서울특별시 광진구 동일로30길 12 (화양동),143916,성민약국,2014-05-15 09:25:59,I,2018-08-31 23:59:59.0,,205924.98362082     ,449479.646716564    ,52.53,19890508,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119893040033084000003,19890823,20170428,03,폐업,03,폐업,20170428,,,,446-1515,,143885,서울특별시 광진구 중곡동 31번지 38호,서울특별시 광진구 능동로 378 (중곡동),04934,새동산약국,2017-04-28 11:00:48,I,2018-08-31 23:59:59.0,,207256.674526588    ,451185.817881654    ,58.5,19890823,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119903040033084000001,19900519,,03,폐업,03,폐업,20190304,,,,446-3116,,,서울특별시 광진구 중곡동 116번지 5호 101호,서울특별시 광진구 용마산로 5 (중곡동),04931,수정온누리약국,2019-03-04 13:22:17,U,2019-03-06 02:40:00.0,,207729.777694155    ,450219.562772642    ,49.5,19900519,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119903040033084000002,1990-09-19,,01,영업/정상,13,영업중,,,,,444-7848,,143-962,서울특별시 광진구 구의동 230번지 1호,서울특별시 광진구 광나루로 538 (구의동),05032,명성약국,2023-10-25 17:54:40,I,2022-10-30 22:07:00.0,,207815.953840302,449152.165246611,,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119913040033084000001,19910328,,03,폐업,03,폐업,20190813,,,,2201-8400,,143875,서울특별시 광진구 자양동 681번지,서울특별시 광진구 자양로 48 (자양동),05112,태평양약국,2019-08-13 10:05:47,I,2019-08-15 02:22:17.0,,207509.816658335    ,447795.39120633     ,60.7,19910328,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119913040033084000002,19911019,,01,영업/정상,13,영업중,,,,,466-4696,,143902,서울특별시 광진구 중곡동 198번지 4호,서울특별시 광진구 면목로 174 (중곡동),04903,백온누리약국,2017-09-21 17:40:20,I,2018-08-31 23:59:59.0,,207264.770077756    ,451823.918998571    ,18.99,19911019,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119923040033084000001,19920323,,01,영업/정상,13,영업중,,,,,454-8827,,143823,서울특별시 광진구 구의동 221번지 3호,서울특별시 광진구 아차산로57길 42 (구의동),05041,진영약국,2022-08-30 18:27:25,I,2021-12-09 00:01:00.0,,207766.481689337,448677.039439592,,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119923040033084000002,19920923,20130401,03,폐업,03,폐업,20130401,,,,447-0901,,143832,서울특별시 광진구 구의3동 611번지 현대2단지상가 112호,서울특별시 광진구 광나루로56길 66 (구의동),143832,알파약국,2013-04-01 13:28:25,I,2018-08-31 23:59:59.0,,208403.746065593    ,448490.239179557    ,23.77,19920923,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119923040033084000003,19921015,20150604,03,폐업,03,폐업,20150604,,,,456-7818,,143873,서울특별시 광진구 자양동 679번지 1호,서울특별시 광진구 뚝섬로 672 (자양동),143873,인생약국,2015-06-04 17:54:30,I,2018-08-31 23:59:59.0,,207374.404947661    ,447725.636078119    ,43.48,19921015,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119933040033084000001,19930507,20160108,03,폐업,03,폐업,20160108,,,,454-2291,,143715,서울특별시 광진구  546번지 1호 동서울터미널빌딩,서울특별시 광진구 강변역로 50 (구의동, 동서울터미널빌딩),05116,터미날백제약국,2016-01-08 18:20:55,I,2018-08-31 23:59:59.0,,208201.993320839    ,447967.299542306    ,36.94,19930507,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119953040033084000001,19950206,20100823,03,폐업,03,폐업,20100823,,,,454-3777,,143814,서울시 광진구 광장동 484 현대(아)3단지 상가 208호,,,구의현대약국,2010-08-23 09:51:02,I,2018-08-31 23:59:59.0,,,,25.7,19950206,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119953040033084000002,19950419,,01,영업/정상,13,영업중,,,,,02-457-2078,,,서울특별시 광진구 자양동 646-20 근정빌딩,서울특별시 광진구 뚝섬로56길 46, 근정빌딩 1층 (자양동),05101,자양건강약국,2022-08-04 17:32:47,U,2021-12-08 00:07:00.0,,207232.906044297,447446.899023804,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119963040033084000001,19960108,,03,폐업,03,폐업,20190201,,,,2201-6688,,,서울특별시 광진구 광장동 470번지 3호 진넥스오디세이 106,107호,서울특별시 광진구 아차산로 502 (광장동, 진넥스 오딧세이),04974,청구약국,2019-02-01 09:39:47,U,2019-02-03 02:40:00.0,,208526.97532855     ,448791.8824094      ,22.96,19960108,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119963040033084000002,19961216,,01,영업/정상,13,영업중,,,,,466-2729,,,서울특별시 광진구 중곡동 169번지 29호 (면목로 168),서울특별시 광진구 면목로 168 (중곡동),04904,아나파약국,2015-12-17 14:10:32,I,2018-08-31 23:59:59.0,,207232.556467048    ,451764.009708785    ,18.15,19961216,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119973040033084000001,19970520,20140821,03,폐업,03,폐업,20140821,,,,497-3332,,143841,서울특별시 광진구 자양동 1번지 2호,서울특별시 광진구 능동로 95 (자양동),143841,평강약국,2014-08-21 17:11:39,I,2018-08-31 23:59:59.0,,206130.5819396      ,448587.832476005    ,40.6,19970520,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119983040033084000002,19981226,20081118,03,폐업,03,폐업,20080929,,,,466-0652,,143903,서울시 광진구 중곡1동 231-7,,,광진프라자약국,2008-11-18 15:29:55,I,2018-08-31 23:59:59.0,,,,72.09,19981226,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119993040033084000001,19990209,20090501,03,폐업,03,폐업,20090501,,,,457-4093,,143819,서울시 광진구 구의2동 80-8,,,신광약국,2009-05-01 14:12:31,I,2018-08-31 23:59:59.0,,,,38.86,19990209,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119993040033084000002,19990510,,01,영업/정상,13,영업중,,,,,452-7120,,143888,서울특별시 광진구 중곡동 89번지 1호,서울특별시 광진구 영화사로 30 (중곡동),04950,우리들약국,2016-12-19 16:33:41,I,2018-08-31 23:59:59.0,,207903.76494207     ,450516.288354149    ,44.4,19990510,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119993040033084000003,19990519,,01,영업/정상,13,영업중,,,,,02-463-0380,,,서울특별시 광진구 군자동 346-22,서울특별시 광진구 군자로 73, 1층 (군자동),05002,화양종로약국,2022-08-16 09:31:00,U,2021-12-07 23:08:00.0,,206168.205128106,449716.021289287,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119993040033084000004,19990603,20110405,03,폐업,03,폐업,20110405,,,,464-1832,,143903,서울시 광진구 중곡1동 230-14,,,광제사약국,2011-04-05 11:16:09,I,2018-08-31 23:59:59.0,,,,62.7,19990603,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119993040033084000005,1999-07-19,,01,영업/정상,13,영업중,,,,,446-8279,,143-867,서울특별시 광진구 자양동 626번지,서울특별시 광진구 자양로15길 9 (자양동),05056,진주약국,2023-07-12 13:21:10,U,2022-12-06 23:04:00.0,,207267.332524234,448171.632856553,,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD119993040033084000008,19990911,20100901,03,폐업,03,폐업,20100901,,,,454-0226,,143885,서울시 광진구 중곡2동 31-7,,,새소망약국,2010-09-01 09:48:25,I,2018-08-31 23:59:59.0,,,,29.2,19990911,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120003040033084000003,20000411,,01,영업/정상,13,영업중,,,,,447-1500,,143826,서울특별시 광진구 구의동 252번지 44호,서울특별시 광진구 자양로 112, 111호,112호,113호 (구의동),05043,금성약국,2011-01-25 10:57:09,I,2018-08-31 23:59:59.0,,207324.953590357    ,448395.067457312    ,146.52,20000411,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120003040033084000004,20000427,20130201,03,폐업,03,폐업,20130201,,,,2201-3581,,143810,서울시 광진구 광장동 337-1,,,코끼리약국,2013-02-01 15:08:57,I,2018-08-31 23:59:59.0,,,,38.3,20000427,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120003040033084000005,20000614,,03,폐업,03,폐업,20190329,,,,453-0770,,143825,서울특별시 광진구 구의동 246번지 14호 크레신타워 1층 107호,서울특별시 광진구 아차산로 375, 1층 107호 (구의동, 크레신타워),05044,구의프라자약국,2019-03-29 09:28:16,I,2019-03-31 02:20:09.0,,207388.308848516    ,448313.517465433    ,23.8,20000614,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120003040033084000006,20000614,20110401,03,폐업,03,폐업,20110401,,,,458-8911,,143885,서울시 광진구 중곡2동 31-1,,,위드팜열린약국,2011-04-01 11:13:05,I,2018-08-31 23:59:59.0,,,,51.8,20000614,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120003040033084000007,20000726,20100119,03,폐업,03,폐업,20100119,,,,446-9105,,143862,서울시 광진구 자양3동 553-502 1층,,,한빛약국,2010-01-19 10:51:18,I,2018-08-31 23:59:59.0,,,,15.19,20000726,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120003040033084000008,20000825,20081202,03,폐업,03,폐업,20081202,,,,3436-2507,,143821,서울시 광진구 구의3동 199-6 우석빌딩 지하1층,,,조은약국,2008-12-02 14:09:34,I,2018-08-31 23:59:59.0,,,,53.1,20000825,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120003040033084000010,20000920,,01,영업/정상,13,영업중,,,,,469-3363,,143843,서울특별시 광진구 자양동 45번지 17호,서울특별시 광진구 뚝섬로 496 (자양동),05085,뉴메디칼약국,2022-06-09 11:02:20,I,2021-12-05 23:01:00.0,,205695.245621954,448195.920508043,,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120003040033084000011,20001010,,01,영업/정상,13,영업중,,,,,497-4337,,143841,서울특별시 광진구 자양동 8번지 24호,서울특별시 광진구 아차산로 218 (자양동),05072,건대역약국,2022-08-30 19:30:33,U,2021-12-09 00:01:00.0,,205884.990016684,448726.936870787,,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120003040033084000012,20001118,,01,영업/정상,13,영업중,,,,,455-0789,,143890,서울특별시 광진구 중곡동 116번지 6호,서울특별시 광진구 천호대로 635 (중곡동),04931,세란약국,2014-02-06 17:40:01,I,2018-08-31 23:59:59.0,,207731.485258408    ,450196.465106233    ,0,20001118,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120003040033084000013,20001221,,01,영업/정상,13,영업중,,,,,3409-3900,,143862,서울특별시 광진구 자양동 553번지 205호,서울특별시 광진구 뚝섬로 511 (자양동),05076,신세계약국,2014-02-06 17:38:37,I,2018-08-31 23:59:59.0,,205870.874207826    ,448172.538926906    ,28.8,20001221,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120013040033084000001,20010103,20101022,03,폐업,03,폐업,20101022,,,,453-1248,,143821,서울시 광진구 구의2동 66-5,,,광장건강약국,2010-10-22 15:51:14,I,2018-08-31 23:59:59.0,,,,26.9,20010103,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120013040033084000002,20010106,,01,영업/정상,13,영업중,,,,,453-4341,,143823,서울특별시 광진구 구의동 221번지 1호,서울특별시 광진구 구의로 23 (구의동),05041,예일약국,2014-02-06 17:36:23,I,2018-08-31 23:59:59.0,,207831.262313481    ,448650.544206136    ,62.2,20010106,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120013040033084000003,20010222,,01,영업/정상,13,영업중,,,,,457-8377,,,서울특별시 광진구 광장동 425번지 2호,서울특별시 광진구 아차산로69길 8, 103, 104호 (광장동),04983,광진온누리약국,2017-03-03 16:49:24,I,2018-08-31 23:59:59.0,,208604.847723243    ,448881.571583897    ,65.55,20010222,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120013040033084000004,20010227,20110228,03,폐업,03,폐업,20110228,,,,455-8548,,143818,서울시 광진구 구의2동 57-55 102호,,,혜민약국,2011-02-28 11:58:10,I,2018-08-31 23:59:59.0,,,,36.8,20010227,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120013040033084000005,20010410,20111109,03,폐업,03,폐업,20111109,,,,497-7799,,143842,서울시 광진구 자양4동 41-10,,,광진메디슨약국,2011-11-09 15:49:50,I,2018-08-31 23:59:59.0,,,,126.5,20010410,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120013040033084000006,2001-05-09,,03,폐업,03,폐업,2023-06-05,,,,458-2455,,143-962,서울특별시 광진구 구의동 229번지 8호,서울특별시 광진구 광나루로 542 (구의동),05032,은혜약국,2023-07-13 17:56:53,U,2022-12-06 23:06:00.0,,207860.966719912,449155.887426896,,,,,,,,,서울시광진구약국인허가정보.csv
