개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명,,,,정보
3040000,CDFH3301021996000004,19960404,,01,영업/정상,13,영업중,,,,,466-8008,,,서울특별시 광진구 중곡동 192-20번지 ,서울특별시 광진구 면목로 137 (중곡동, 신한빌딩),04907,한뫼총본관,2017-03-07 14:44:14,I,2018-08-31 23:59:59.0,,207075.724830103    ,451489.389486328    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021996000005,19960528,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 군자동 64-1번지 ,서울특별시 광진구 군자로 137 (군자동, 목화골든빌리지),04999,장안체육관,2017-03-07 14:46:00,I,2018-08-31 23:59:59.0,태권도,206506.185332504    ,450212.320413111    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021996000006,19960713,,03,폐업,03,폐업,20110131,,,,446-4646,,143890,서울특별시 광진구 중곡동 124-65번지 ,서울특별시 광진구 용마산로 47 (중곡동),,명문체육관 (태권도),2013-03-28 10:52:19,I,2018-08-31 23:59:59.0,,207672.256033188    ,450620.039614335    ,체육도장업,사립,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021996000007,19960719,,01,영업/정상,13,영업중,,,,,469-0941,,143862,서울특별시 광진구 자양동 553-60번지 ,서울특별시 광진구 뚝섬로25길 6  (자양동),,경희태권도,2003-12-26 13:23:11,I,2018-08-31 23:59:59.0,,205710.424298082    ,448243.805635014    ,체육도장업,사립,0,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021996000008,19960809,,01,영업/정상,13,영업중,,,,,466-2586,,,서울특별시 광진구 군자동 355-10번지 ,서울특별시 광진구 광나루로 341 (군자동),05003,청무체육관 (킥복싱),2017-03-28 15:14:17,I,2018-08-31 23:59:59.0,,205932.977481779    ,449586.519434337    ,체육도장업,사립,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021996000009,19961127,,01,영업/정상,13,영업중,,,,,02-458-1468,,,서울특별시 광진구 자양동 681-2번지 4층 ,서울특별시 광진구 뚝섬로 688 (자양동),05112,정무태권도,2017-03-07 14:47:32,I,2018-08-31 23:59:59.0,태권도,207516.653499564    ,447810.017610051    ,체육도장업,사립,,,,160.65,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021997000002,19970121,,03,폐업,03,폐업,20091210,,,,462-2887,,143914,서울특별시 광진구 화양동 10-1번지 (4층) ,서울특별시 광진구 능동로13길 39  (화양동,(4층)),,한영태권도체육관,2009-12-10 10:20:12,I,2018-08-31 23:59:59.0,,206107.775163579    ,449029.342177779    ,체육도장업,사립,,,0,0,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021997000003,19970211,,03,폐업,03,폐업,19990218,,,,3437-4714,,143960,서울특별시 광진구 구의동 225-25번지 ,서울특별시 광진구 구의로 39-1  (구의동),,세진체육관,2003-05-13 11:23:25,I,2018-08-31 23:59:59.0,,207864.316908535    ,448824.977636527    ,체육도장업,사립,,0,0,0,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021997000004,19970428,,01,영업/정상,13,영업중,,,,,02-3437-3638,,,서울특별시 광진구 자양동 223-4번지 태평빌딩 201호,서울특별시 광진구 아차산로 324 (자양동, 태평빌딩),05054,사범단,2018-05-25 09:09:07,I,2018-08-31 23:59:59.0,태권도,206892.331698416    ,448352.250028142    ,체육도장업,사립,,,,103.82,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021997000005,19970527,,01,영업/정상,13,영업중,,,,,463-2058,,143862,서울특별시 광진구 자양동 553-303번지 ,서울특별시 광진구 뚝섬로23길 48  (자양동),,광무태권도,2003-05-13 11:23:25,I,2018-08-31 23:59:59.0,,205769.47935921     ,448329.974790795    ,체육도장업,사립,,0,0,0,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021997000006,19970530,,01,영업/정상,13,영업중,,,,,464-1966,,,서울특별시 광진구 화양동 47-43번지 ,서울특별시 광진구 동일로24길 68 (화양동),05018,송곡태권도장,2017-03-07 14:57:15,I,2018-08-31 23:59:59.0,태권도,205997.414997393    ,448959.182211867    ,체육도장업,사립,,,0,0,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021997000007,19970704,,01,영업/정상,13,영업중,,,,,3437-7333,,143761,서울특별시 광진구 구의동 631-1번지 현대프라임(A) 중앙상가 302호,서울특별시 광진구 광나루로56길 29, 302호 (구의동, 현대프라임(A) 중앙상가),05119,연세석사체육관,2013-06-20 14:08:16,I,2018-08-31 23:59:59.0,,208558.286631653    ,448353.905156369    ,체육도장업,사립,,,0,0,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021997000008,19970811,,03,폐업,03,폐업,19981230,,,,2201-8885,,143821,서울특별시 광진구 구의동 200-18번지 ,서울특별시 광진구 아차산로 479  (구의동),,화랑유도태권도교실,2003-05-13 11:23:25,I,2018-08-31 23:59:59.0,,208311.701312914    ,448732.592632028    ,체육도장업,사립,,0,0,0,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021997000009,19970904,,03,폐업,03,폐업,20170406,,,,3437-7959,,,서울특별시 광진구 중곡동 109-5번지 (2층) ,서울특별시 광진구 영화사로 64 (중곡동, 우리상가),04951,코리아체육관,2017-04-06 13:16:43,I,2018-08-31 23:59:59.0,태권도,208155.958194355    ,450293.068253288    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021997000010,19970923,,01,영업/정상,13,영업중,,,,,02-447-3457,,,서울특별시 광진구 구의동 228-3번지 영덕빌딩 3층 301호 ,서울특별시 광진구 구의로 70 (구의동, 영덕빌딩),05033,명성체육관,2017-03-07 14:59:59,I,2018-08-31 23:59:59.0,태권도,207949.854901236    ,449113.420152529    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021997000011,19971112,,03,폐업,03,폐업,20010912,,,,3437-8640,,143884,서울특별시 광진구 중곡동 30-35번지 ,서울특별시 광진구 용마산로21길 28  (중곡동),,중곡유도체육관,2003-05-13 11:23:25,I,2018-08-31 23:59:59.0,,207499.304570668    ,451252.925094528    ,체육도장업,사립,,0,0,0,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021998000001,19981210,,01,영업/정상,13,영업중,,,,,456-2624,,143962,서울특별시 광진구 구의동 229-2번지 ,서울특별시 광진구 구의로 73  (구의동),,경희태권도체육관,2003-05-13 11:23:25,I,2018-08-31 23:59:59.0,,207916.510698893    ,449136.915963268    ,체육도장업,사립,,0,0,0,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021999000001,19990104,,03,폐업,03,폐업,20091210,,,,465-8668,,143914,서울특별시 광진구 화양동 9-50번지 ,서울특별시 광진구 아차산로29길 44  (화양동),,세심태권도장,2009-12-10 10:21:04,I,2018-08-31 23:59:59.0,,206038.688817273    ,448938.962472491    ,체육도장업,사립,,,0,0,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021999000003,19990420,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 중곡동 18-75번지 4층 ,서울특별시 광진구 용마산로 112 (중곡동),04941,행복한 태권 스쿨,2017-03-07 15:01:26,I,2018-08-31 23:59:59.0,태권도,207629.634614719    ,451272.085310407    ,체육도장업,사립,,,,1209.48,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021999000004,19990805,,03,폐업,03,폐업,20060427,,,,461-0520,,143845,서울특별시 광진구 자양동 58-3번지 (3층) ,서울특별시 광진구 능동로3라길 13  (자양동,(3층)),,명성태권도,2006-04-27 09:28:14,I,2018-08-31 23:59:59.0,,205661.655961587    ,448040.309483467    ,체육도장업,사립,0,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021999000005,19990918,,01,영업/정상,13,영업중,,,,,,,143806,서울특별시 광진구 광장동 258-39번지 (2층) ,서울특별시 광진구 광장로 49 (광장동,(2층)),,삼호체육관(무단폐업),2014-08-15 15:01:32,I,2018-08-31 23:59:59.0,,209003.249233431    ,449432.221641361    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021999000006,19990918,,01,영업/정상,13,영업중,,,,,,,143800,서울특별시 광진구 광장동 1-0번지 현대프라자2층201호 ,서울특별시 광진구 아차산로 710 (광장동,현대프라자2층201호),,계룡체육관(무단폐업),2014-08-15 15:14:10,I,2018-08-31 23:59:59.0,,209900.301749257    ,450521.803216622    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021999000007,19991023,,01,영업/정상,13,영업중,,,,,02-466-1769,,,서울특별시 광진구 군자동 346-23번지 ,서울특별시 광진구 군자로 75 (군자동, 지장빌딩),05002,용인대태권도,2017-03-07 15:02:13,I,2018-08-31 23:59:59.0,태권도,206172.221312682    ,449744.93841498     ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301021999000008,19991028,,01,영업/정상,13,영업중,,,,,2201-0516,,143873,서울특별시 광진구 자양동 667-0번지 ,서울특별시 광진구 뚝섬로58길 36  (자양동),,경무태권도장,2003-05-13 11:23:25,I,2018-08-31 23:59:59.0,,207442.17222719     ,447564.441308066    ,체육도장업,사립,,0,0,0,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022000000001,20000127,,03,폐업,03,폐업,20021030,,,,3437-5826,,143866,서울특별시 광진구 자양동 623-46번지 ,서울특별시 광진구 자양로13나길 4  (자양동),,사룡체육관,2003-05-13 11:23:25,I,2018-08-31 23:59:59.0,,207065.966024003    ,447939.590711767    ,체육도장업,사립,,0,0,0,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022000000002,20000127,,03,폐업,03,폐업,20140611,,,,,,143896,서울특별시 광진구 중곡동 150-154번지 2층 ,서울특별시 광진구 긴고랑로29길 39 (중곡동,2층),,한영체육관 (태권도),2014-06-11 16:42:59,I,2018-08-31 23:59:59.0,,207562.203309835    ,451046.905944857    ,체육도장업,사립,,,,136.64,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022000000003,20000329,,01,영업/정상,13,영업중,,,,,454-1388,,,서울특별시 광진구 자양동 553-501번지 삼희B/D 3층동 308호,서울특별시 광진구 뚝섬로 552 (자양동, 삼희빌딩),05090,키즈 체육관,2018-10-15 18:27:19,U,2018-10-15 23:59:59.0,태권도,206230.081675753    ,448001.810333908    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022000000004,20000420,,01,영업/정상,13,영업중,,,,,446-3237,,,서울특별시 광진구 자양동 600-15번지 ,서울특별시 광진구 자양번영로 12 (자양동, 신자빌딩),05098,용인대 한국 태권도장,2018-10-23 11:19:47,U,2018-10-25 02:37:48.0,태권도,206580.773874836    ,447612.962132252    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022000000006,20000512,,01,영업/정상,13,영업중,,,,,3437-5624,,143824,서울특별시 광진구 구의동 237-3번지 (지층) ,서울특별시 광진구 광나루로36길 42 (구의동,(지층)),,아해하제유도장(무단폐업),2014-08-15 15:11:50,I,2018-08-31 23:59:59.0,,207530.718592919    ,448984.844142245    ,체육도장업,사립,,,0,0,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022000000007,20000615,,01,영업/정상,13,영업중,,,,,02-454-6687,,,서울특별시 광진구 구의동 200-18번지 ,서울특별시 광진구 아차산로 479 (구의동, 지민빌딩),05034,산성검도관,2017-03-07 15:06:10,I,2018-08-31 23:59:59.0,검도,208311.701312914    ,448732.592632028    ,체육도장업,사립,,,0,0,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022000000008,20000802,,01,영업/정상,13,영업중,,,,,,,143843,서울특별시 광진구 자양동 52-2번지 3층 ,서울특별시 광진구 뚝섬로 476-7, 3층 (자양동),05082,대성체육관 (태권도),2014-04-21 16:02:27,I,2018-08-31 23:59:59.0,,205473.975692391    ,448241.083389279    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022000000009,20000814,,04,취소/말소/만료/정지/중지,35,직권말소,20130731,,,,454-0606,,143873,서울특별시 광진구 자양동 678-4번지 ,서울특별시 광진구 뚝섬로58길 21 (자양동),,한국체육관 (유도장),2013-08-05 11:19:20,I,2018-08-31 23:59:59.0,,207420.141210863    ,447642.681497196    ,체육도장업,사립,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022000000010,20000829,,01,영업/정상,13,영업중,,,,,498-9721,,143840,서울특별시 광진구 군자동 355-5번지 ,서울특별시 광진구 동일로 190 (군자동),,성화검도장(무단폐업),2014-08-15 15:04:39,I,2018-08-31 23:59:59.0,,205952.584528976    ,449610.893196264    ,체육도장업,사립,,,0,0,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022000000011,20000915,,01,영업/정상,13,영업중,,,,,455-3812,,,서울특별시 광진구 중곡동 161-28번지 ,서울특별시 광진구 능동로 338 (중곡동),04928,백호체육관,2017-03-07 15:08:01,I,2018-08-31 23:59:59.0,태권도,207090.279232825    ,450804.83791896     ,체육도장업,사립,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022000000012,20001013,,03,폐업,03,폐업,20010111,,,,498-9006,,143912,서울특별시 광진구 중곡동 649-4번지 ,서울특별시 광진구 천호대로 543  (중곡동),,군자관검도관,2003-05-13 11:23:25,I,2018-08-31 23:59:59.0,,206899.119971407    ,450617.014032807    ,체육도장업,사립,,0,0,0,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022000000013,20001221,,03,폐업,03,폐업,20031203,,,,,,143908,서울특별시 광진구 중곡동 341-1번지 ,서울특별시 광진구 천호대로109길 10  (중곡동),,용맹2체육관,2003-12-26 13:55:58,I,2018-08-31 23:59:59.0,,207095.940207281    ,450557.738745532    ,체육도장업,사립,0,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
